fg_id,part_id,qty_per,bom_level,part_primary_vendor_id
FG-04231,P-010054,8,1,V-02495
FG-04232,P-006188,10,1,V-00254
FG-04232,P-010330,1,1,V-00091
FG-04232,P-003072,3,1,V-04218
FG-04232,P-002749,1,1,V-01590
FG-04232,P-011315,10,1,V-01123
FG-04232,P-003086,10,1,V-00118
FG-04232,P-001759,8,1,V-04120
FG-04233,P-009608,12,1,V-01093
FG-04233,P-009889,10,1,V-00764
FG-04233,P-006174,3,1,V-00719
FG-04233,P-011297,5,1,V-01847
FG-04233,P-007091,12,1,V-03139
FG-04234,P-004571,11,1,V-00080
FG-04234,P-000906,4,1,V-00399
FG-04234,P-000384,5,1,V-00490
FG-04234,P-011522,3,1,V-03578
FG-04235,P-000639,10,1,V-00467
FG-04235,P-001632,8,1,V-03607
FG-04235,P-003348,8,1,V-00325
FG-04235,P-010810,3,1,V-00506
FG-04235,P-005912,6,1,V-00778
FG-04236,P-007687,6,1,V-00622
FG-04236,P-005622,4,1,V-00121
FG-04236,P-005237,10,1,V-00630
FG-04236,P-007029,1,1,V-02484
FG-04236,P-005142,11,1,V-01199
FG-04236,P-001729,2,1,V-03790
FG-04237,P-004797,3,1,V-00410
FG-04237,P-002445,12,1,V-01136
FG-04237,P-002415,8,1,V-04036
FG-04237,P-004229,10,1,V-00721
FG-04237,P-008710,2,1,V-00228
FG-04237,P-011745,1,1,V-01435
FG-04237,P-008806,4,1,V-01279
FG-04238,P-003241,12,1,V-00656
FG-04238,P-005107,1,1,V-03076
FG-04238,P-008050,7,1,V-00309
FG-04238,P-003224,11,1,V-00463
FG-04238,P-002277,3,1,V-00643
FG-04238,P-004131,8,1,V-00844
FG-04238,P-010953,5,1,V-01870
FG-04239,P-004725,9,1,V-01078
FG-04239,P-006868,7,1,V-01488
FG-04239,P-010294,1,1,V-02563
FG-04239,P-010998,12,1,V-00843
FG-04240,P-009218,6,1,V-01103
FG-04240,P-007811,9,1,V-00290
FG-04240,P-008664,12,1,V-00295
FG-04240,P-010952,1,1,V-00445
FG-04241,P-006437,11,1,V-02335
FG-04241,P-006607,1,1,V-00178
FG-04241,P-008196,8,1,V-00188
FG-04241,P-006602,9,1,V-03234
FG-04241,P-003852,6,1,V-00578
FG-04241,P-007944,2,1,V-00674
FG-04242,P-008007,7,1,V-02855
FG-04242,P-007936,4,1,V-04174
FG-04242,P-008796,6,1,V-00244
FG-04242,P-011109,10,1,V-00451
FG-04242,P-008123,7,1,V-00957
FG-04242,P-001657,8,1,V-00245
FG-04242,P-003579,12,1,V-00817
FG-04243,P-007468,5,1,V-00443
FG-04243,P-007963,4,1,V-03066
FG-04243,P-002171,10,1,V-00676
FG-04243,P-002264,4,1,V-00336
FG-04243,P-002195,4,1,V-01141
FG-04244,P-000460,9,1,V-01061
FG-04244,P-004429,9,1,V-00452
FG-04244,P-011866,8,1,V-00281
FG-04244,P-002556,12,1,V-00317
FG-04244,P-006618,11,1,V-01366
FG-04245,P-001145,8,1,V-03338
FG-04245,P-007455,10,1,V-02190
FG-04245,P-005528,12,1,V-00877
FG-04245,P-004013,8,1,V-00668
FG-04245,P-007735,12,1,V-02077
FG-04246,P-003756,10,1,V-02697
FG-04246,P-002072,2,1,V-00754
FG-04246,P-001265,12,1,V-02851
FG-04246,P-003312,12,1,V-01174
FG-04246,P-000790,5,1,V-00091
FG-04246,P-009047,10,1,V-03476
FG-04247,P-010600,3,1,V-00287
FG-04247,P-007575,10,1,V-04262
FG-04247,P-008207,1,1,V-01365
FG-04247,P-000630,6,1,V-01547
FG-04248,P-003128,12,1,V-00879
FG-04248,P-008326,1,1,V-01143
FG-04248,P-007926,10,1,V-00836
FG-04249,P-004126,6,1,V-01097
FG-04249,P-010723,4,1,V-00903
FG-04249,P-001415,4,1,V-00633
FG-04249,P-011879,12,1,V-03817
FG-04249,P-009223,1,1,V-00118
FG-04249,P-008367,5,1,V-00308
FG-04250,P-009990,11,1,V-01128
FG-04250,P-008059,8,1,V-00213
FG-04250,P-002156,3,1,V-00699
FG-04250,P-002075,9,1,V-00863
FG-04250,P-010469,11,1,V-00993
FG-04250,P-008804,9,1,V-03459
FG-04251,P-000669,2,1,V-00914
FG-04251,P-005646,4,1,V-01159
FG-04251,P-011894,6,1,V-00726
FG-04251,P-001437,10,1,V-00821
FG-04252,P-008927,3,1,V-02095
FG-04252,P-006392,11,1,V-00442
FG-04252,P-005152,9,1,V-00226
FG-04252,P-008381,7,1,V-00525
FG-04252,P-008832,10,1,V-01086
FG-04252,P-008604,2,1,V-03087
FG-04253,P-000576,12,1,V-00875
FG-04253,P-010060,10,1,V-00139
FG-04253,P-007146,8,1,V-00179
FG-04253,P-009850,2,1,V-00445
FG-04253,P-002455,2,1,V-00308
FG-04253,P-007026,1,1,V-00191
FG-04253,P-000806,3,1,V-02446
FG-04254,P-010415,7,1,V-00431
FG-04254,P-008827,1,1,V-00091
FG-04254,P-008926,3,1,V-00618
FG-04254,P-008601,1,1,V-02896
FG-04254,P-009948,9,1,V-00684
FG-04254,P-009104,5,1,V-00428
FG-04255,P-007365,4,1,V-00167
FG-04255,P-007802,11,1,V-00343
FG-04255,P-008731,4,1,V-00854
FG-04256,P-000224,10,1,V-00589
FG-04256,P-009409,10,1,V-00693
FG-04256,P-008465,10,1,V-00224
FG-04257,P-000308,11,1,V-00724
FG-04257,P-006328,5,1,V-00896
FG-04257,P-000044,12,1,V-01703
FG-04257,P-008671,9,1,V-00408
FG-04257,P-006225,5,1,V-00490
FG-04258,P-007807,7,1,V-03050
FG-04258,P-005373,12,1,V-02918
FG-04258,P-009739,8,1,V-00214
FG-04258,P-011424,11,1,V-02786
FG-04259,P-005084,10,1,V-01060
FG-04259,P-009197,9,1,V-00815
FG-04259,P-008557,1,1,V-00212
FG-04259,P-006256,12,1,V-00715
FG-04259,P-000247,7,1,V-00788
FG-04259,P-009735,9,1,V-00703
FG-04259,P-005441,5,1,V-00303
FG-04260,P-000810,4,1,V-00222
FG-04260,P-001634,3,1,V-02748
FG-04260,P-008616,9,1,V-01188
FG-04260,P-004258,5,1,V-00723
FG-04260,P-001027,6,1,V-00466
FG-04260,P-008147,4,1,V-00656
FG-04261,P-007062,8,1,V-02513
FG-04261,P-004764,6,1,V-00910
FG-04261,P-003771,10,1,V-00424
FG-04261,P-009358,5,1,V-01010
FG-04261,P-006753,10,1,V-00727
FG-04261,P-008011,9,1,V-03489
FG-04262,P-010551,7,1,V-01080
FG-04262,P-008257,8,1,V-00727
FG-04262,P-004825,1,1,V-00556
FG-04263,P-002320,5,1,V-02312
FG-04263,P-003011,8,1,V-00150
FG-04263,P-002274,6,1,V-00824
FG-04264,P-008719,5,1,V-00974
FG-04264,P-011924,12,1,V-02253
FG-04264,P-004727,12,1,V-02844
FG-04264,P-003001,3,1,V-00767
FG-04264,P-000408,1,1,V-00156
FG-04264,P-004493,11,1,V-01375
FG-04264,P-002639,8,1,V-00630
FG-04265,P-011548,4,1,V-02957
FG-04265,P-003801,12,1,V-01195
FG-04265,P-003985,10,1,V-00614
FG-04265,P-009407,6,1,V-00283
FG-04266,P-006481,3,1,V-00664
FG-04266,P-004549,5,1,V-04047
FG-04266,P-010341,11,1,V-00230
FG-04266,P-001978,1,1,V-00173
FG-04266,P-002777,4,1,V-00113
FG-04266,P-011298,12,1,V-00033
FG-04267,P-002420,12,1,V-00627
FG-04267,P-008748,6,1,V-00445
FG-04267,P-004475,8,1,V-01955
FG-04268,P-009440,2,1,V-00240
FG-04268,P-010646,11,1,V-00084
FG-04268,P-002162,11,1,V-02971
FG-04268,P-000308,7,1,V-00724
FG-04268,P-008558,1,1,V-00962
FG-04268,P-001010,8,1,V-00846
FG-04269,P-007576,3,1,V-00141
FG-04269,P-009033,8,1,V-00923
FG-04269,P-008442,10,1,V-00181
FG-04269,P-002219,3,1,V-00300
FG-04270,P-001801,5,1,V-00770
FG-04270,P-005686,5,1,V-00596
FG-04270,P-004995,7,1,V-00341
FG-04270,P-010210,9,1,V-00892
FG-04270,P-003767,7,1,V-00404
FG-04270,P-004692,4,1,V-00864
FG-04271,P-008035,9,1,V-01353
FG-04271,P-007492,8,1,V-01068
FG-04271,P-004905,2,1,V-00718
FG-04271,P-000094,5,1,V-01094
FG-04272,P-004007,9,1,V-00540
FG-04272,P-007780,1,1,V-00755
FG-04272,P-010968,10,1,V-00923
FG-04272,P-005145,2,1,V-00255
FG-04272,P-002753,2,1,V-00158
FG-04272,P-003899,4,1,V-00676
FG-04273,P-002008,7,1,V-00220
FG-04273,P-005454,11,1,V-03452
FG-04273,P-007020,9,1,V-00080
FG-04273,P-011204,1,1,V-01067
FG-04273,P-007250,10,1,V-03362
FG-04273,P-003987,3,1,V-02600
FG-04273,P-010078,2,1,V-00820
FG-04274,P-001677,12,1,V-00479
FG-04274,P-008031,4,1,V-00667
FG-04274,P-004263,8,1,V-02358
FG-04274,P-000310,7,1,V-01266
FG-04274,P-002586,5,1,V-00540
FG-04275,P-005070,10,1,V-00534
FG-04275,P-010878,3,1,V-00513
FG-04275,P-011326,4,1,V-00177
FG-04276,P-005840,9,1,V-02846
FG-04276,P-005981,4,1,V-00921
FG-04276,P-007667,2,1,V-01373
FG-04276,P-004965,8,1,V-01520
FG-04276,P-005856,8,1,V-00274
FG-04276,P-009975,2,1,V-02130
FG-04276,P-003215,12,1,V-00841
FG-04277,P-009669,8,1,V-01924
FG-04277,P-009911,5,1,V-00333
FG-04277,P-004240,3,1,V-03175
FG-04277,P-009605,11,1,V-03779
FG-04277,P-010892,8,1,V-00455
FG-04277,P-006868,5,1,V-01488
FG-04277,P-007176,10,1,V-02637
FG-04278,P-009286,9,1,V-02763
FG-04278,P-011193,9,1,V-00693
FG-04278,P-004044,12,1,V-01165
FG-04278,P-007163,10,1,V-00920
FG-04279,P-011720,5,1,V-00941
FG-04279,P-001725,11,1,V-00366
FG-04279,P-005126,7,1,V-00670
FG-04279,P-004014,9,1,V-03883
FG-04279,P-001475,2,1,V-00170
FG-04279,P-001439,11,1,V-04073
FG-04279,P-009452,10,1,V-01157
FG-04280,P-010687,11,1,V-00277
FG-04280,P-007840,9,1,V-00222
FG-04280,P-005465,2,1,V-00418
FG-04281,P-009842,6,1,V-02243
FG-04281,P-001340,9,1,V-01454
FG-04281,P-000298,4,1,V-00974
FG-04281,P-009529,8,1,V-00844
FG-04281,P-001610,9,1,V-03217
FG-04281,P-007521,3,1,V-02294
FG-04281,P-001637,5,1,V-03451
FG-04282,P-009537,1,1,V-03279
FG-04282,P-002845,2,1,V-00010
FG-04282,P-007416,3,1,V-02881
FG-04283,P-008878,9,1,V-02949
FG-04283,P-002527,12,1,V-00473
FG-04283,P-011105,8,1,V-01093
FG-04283,P-009530,4,1,V-00817
FG-04283,P-009300,7,1,V-01012
FG-04283,P-004727,12,1,V-02844
FG-04283,P-004550,2,1,V-00048
FG-04284,P-010977,10,1,V-00289
FG-04284,P-002573,12,1,V-00194
FG-04284,P-006857,7,1,V-00953
FG-04284,P-007717,9,1,V-00312
FG-04284,P-006262,2,1,V-01558
FG-04284,P-009062,6,1,V-00355
FG-04285,P-007260,9,1,V-01047
FG-04285,P-006246,8,1,V-00676
FG-04285,P-010783,9,1,V-03720
FG-04285,P-003922,7,1,V-00045
FG-04286,P-008944,7,1,V-01205
FG-04286,P-004391,4,1,V-00973
FG-04286,P-010348,4,1,V-00986
FG-04286,P-008778,6,1,V-03940
FG-04286,P-008817,12,1,V-00551
FG-04286,P-011542,9,1,V-01202
FG-04286,P-007829,7,1,V-00072
FG-04287,P-009971,2,1,V-03370
FG-04287,P-007777,5,1,V-00845
FG-04287,P-006194,5,1,V-01047
FG-04288,P-010904,2,1,V-00411
FG-04288,P-003956,7,1,V-00705
FG-04288,P-000990,11,1,V-00580
FG-04289,P-002765,9,1,V-03955
FG-04289,P-009712,3,1,V-00743
FG-04289,P-003892,11,1,V-00784
FG-04289,P-010217,1,1,V-00923
FG-04289,P-009128,10,1,V-02482
FG-04289,P-010339,5,1,V-00204
FG-04289,P-002271,10,1,V-00917
FG-04290,P-007912,7,1,V-03489
FG-04290,P-002806,10,1,V-00168
FG-04290,P-011625,8,1,V-03556
FG-04290,P-010431,10,1,V-00998
FG-04290,P-005962,6,1,V-00661
FG-04291,P-008477,10,1,V-00062
FG-04291,P-001938,7,1,V-03747
FG-04291,P-000516,2,1,V-00325
FG-04291,P-002409,5,1,V-01113
FG-04292,P-000326,6,1,V-00787
FG-04292,P-011825,11,1,V-00920
FG-04292,P-003489,12,1,V-00605
FG-04292,P-001013,10,1,V-00447
FG-04292,P-002816,3,1,V-01166
FG-04292,P-002886,9,1,V-00592
FG-04293,P-004614,3,1,V-02677
FG-04293,P-010190,3,1,V-00894
FG-04293,P-011157,1,1,V-00824
FG-04293,P-000239,4,1,V-01065
FG-04293,P-010262,9,1,V-00246
FG-04294,P-009850,7,1,V-00445
FG-04294,P-010210,11,1,V-00892
FG-04294,P-009294,1,1,V-00873
FG-04294,P-010794,10,1,V-01070
FG-04295,P-011717,12,1,V-00300
FG-04295,P-003656,12,1,V-00766
FG-04295,P-002389,12,1,V-00856
FG-04295,P-002030,12,1,V-00938
FG-04295,P-011232,6,1,V-03849
FG-04295,P-010720,4,1,V-01085
FG-04295,P-009343,6,1,V-00243
FG-04296,P-010824,10,1,V-00717
FG-04296,P-009253,6,1,V-00966
FG-04296,P-009764,11,1,V-00539
FG-04296,P-011137,12,1,V-01024
FG-04296,P-003152,12,1,V-00353
FG-04297,P-006507,10,1,V-02989
FG-04297,P-000447,8,1,V-02553
FG-04297,P-005556,5,1,V-00635
FG-04298,P-000172,5,1,V-00440
FG-04298,P-005937,9,1,V-00285
FG-04298,P-009918,5,1,V-01581
FG-04298,P-003402,9,1,V-00097
FG-04298,P-003309,7,1,V-00641
FG-04299,P-000825,6,1,V-01105
FG-04299,P-006972,9,1,V-03888
FG-04299,P-011790,12,1,V-00062
FG-04299,P-010324,4,1,V-00948
FG-04300,P-008635,2,1,V-00011
FG-04300,P-005282,2,1,V-00220
FG-04300,P-000423,3,1,V-00216
FG-04301,P-000485,6,1,V-00098
FG-04301,P-003278,12,1,V-00686
FG-04301,P-009767,2,1,V-03476
FG-04301,P-010350,5,1,V-00237
FG-04301,P-007959,5,1,V-00043
FG-04301,P-006543,7,1,V-03786
FG-04302,P-008614,1,1,V-01104
FG-04302,P-008861,2,1,V-00581
FG-04302,P-001707,10,1,V-03005
FG-04303,P-003275,5,1,V-03897
FG-04303,P-004258,12,1,V-00723
FG-04303,P-011121,2,1,V-01157
FG-04303,P-002884,12,1,V-04288
FG-04304,P-008887,12,1,V-00683
FG-04304,P-007382,5,1,V-00387
FG-04304,P-000134,11,1,V-01994
FG-04305,P-011809,5,1,V-02357
FG-04305,P-008903,1,1,V-00807
FG-04305,P-005508,6,1,V-02339
FG-04305,P-005401,3,1,V-01372
FG-04305,P-008984,6,1,V-01223
FG-04305,P-005648,3,1,V-01102
FG-04305,P-002274,4,1,V-00824
FG-04306,P-011723,1,1,V-01132
FG-04306,P-009869,6,1,V-02085
FG-04306,P-002857,12,1,V-02578
FG-04307,P-008745,10,1,V-00722
FG-04307,P-009491,10,1,V-00445
FG-04307,P-007982,3,1,V-01753
FG-04307,P-011115,8,1,V-04108
FG-04308,P-003823,2,1,V-00243
FG-04308,P-009882,7,1,V-01171
FG-04308,P-003713,5,1,V-01195
FG-04309,P-005794,1,1,V-00162
FG-04309,P-010507,6,1,V-00814
FG-04309,P-000858,11,1,V-00454
FG-04309,P-002822,4,1,V-00848
FG-04310,P-001325,7,1,V-00707
FG-04310,P-000473,1,1,V-00426
FG-04310,P-006054,10,1,V-01068
FG-04310,P-008613,7,1,V-00758
FG-04310,P-002004,11,1,V-04041
FG-04310,P-003076,2,1,V-00103
FG-04310,P-009248,1,1,V-01153
FG-04311,P-008532,1,1,V-00463
FG-04311,P-001686,5,1,V-00083
FG-04311,P-011909,10,1,V-00701
FG-04311,P-008071,11,1,V-02484
FG-04312,P-005062,10,1,V-00719
FG-04312,P-003502,10,1,V-03034
FG-04312,P-006998,8,1,V-00971
FG-04312,P-003240,1,1,V-01138
FG-04312,P-008872,8,1,V-01434
FG-04312,P-008370,6,1,V-00645
FG-04313,P-010821,1,1,V-02392
FG-04313,P-003176,9,1,V-00241
FG-04313,P-011201,7,1,V-00377
FG-04313,P-001174,2,1,V-01027
FG-04314,P-011661,12,1,V-00866
FG-04314,P-010762,7,1,V-02852
FG-04314,P-010704,6,1,V-00384
FG-04314,P-004347,9,1,V-01040
FG-04314,P-010190,9,1,V-00894
FG-04314,P-008747,1,1,V-00209
FG-04315,P-007244,9,1,V-00574
FG-04315,P-002425,2,1,V-00140
FG-04315,P-002098,10,1,V-01077
FG-04315,P-001875,6,1,V-00629
FG-04315,P-004215,3,1,V-00776
FG-04315,P-011414,12,1,V-00847
FG-04315,P-002038,5,1,V-00756
FG-04316,P-008451,2,1,V-00497
FG-04316,P-008214,1,1,V-00545
FG-04316,P-010288,2,1,V-00560
FG-04317,P-008817,4,1,V-00551
FG-04317,P-006119,11,1,V-00259
FG-04317,P-010692,12,1,V-01256
FG-04317,P-011197,11,1,V-00130
FG-04318,P-008826,3,1,V-01085
FG-04318,P-003672,6,1,V-01421
FG-04318,P-005063,10,1,V-00558
FG-04318,P-011266,7,1,V-00712
FG-04318,P-009934,10,1,V-00888
FG-04319,P-006269,9,1,V-00515
FG-04319,P-001671,4,1,V-00785
FG-04319,P-004412,1,1,V-00110
FG-04319,P-008742,6,1,V-01371
FG-04319,P-003286,3,1,V-01161
FG-04319,P-004653,12,1,V-00835
FG-04319,P-009879,5,1,V-00417
FG-04320,P-002399,7,1,V-00161
FG-04320,P-011300,4,1,V-04031
FG-04320,P-010859,4,1,V-01672
FG-04321,P-004314,10,1,V-01192
FG-04321,P-002701,5,1,V-00408
FG-04321,P-007156,10,1,V-00456
FG-04321,P-000298,6,1,V-00974
FG-04321,P-003348,12,1,V-00325
FG-04321,P-002817,5,1,V-01245
FG-04322,P-002342,6,1,V-00687
FG-04322,P-004539,4,1,V-01161
FG-04322,P-000401,9,1,V-01148
FG-04322,P-009725,5,1,V-00691
FG-04322,P-009945,9,1,V-00360
FG-04322,P-011718,11,1,V-00671
FG-04323,P-011319,1,1,V-00411
FG-04323,P-003873,6,1,V-00085
FG-04323,P-010244,11,1,V-00308
FG-04323,P-006959,4,1,V-03101
FG-04323,P-000294,11,1,V-00048
FG-04324,P-009213,9,1,V-00062
FG-04324,P-008713,8,1,V-00085
FG-04324,P-005970,9,1,V-00513
FG-04324,P-006068,1,1,V-00073
FG-04325,P-001509,1,1,V-02907
FG-04325,P-000043,7,1,V-01155
FG-04325,P-003975,4,1,V-00534
FG-04325,P-008023,1,1,V-00476
FG-04325,P-000444,9,1,V-00621
FG-04325,P-005269,10,1,V-01186
FG-04325,P-007314,5,1,V-00570
FG-04326,P-003131,10,1,V-02659
FG-04326,P-003103,5,1,V-00036
FG-04326,P-007234,10,1,V-03544
FG-04326,P-008539,2,1,V-00497
FG-04327,P-003150,3,1,V-01190
FG-04327,P-001557,3,1,V-01043
FG-04327,P-007658,8,1,V-00184
FG-04328,P-008653,5,1,V-01478
FG-04328,P-009867,2,1,V-00357
FG-04328,P-008930,8,1,V-03452
FG-04328,P-010355,2,1,V-02253
FG-04328,P-005721,3,1,V-00021
FG-04328,P-003657,1,1,V-00703
FG-04328,P-003634,11,1,V-01641
FG-04329,P-002626,7,1,V-00212
FG-04329,P-001440,1,1,V-02544
FG-04329,P-000191,11,1,V-01345
FG-04329,P-011939,2,1,V-00912
FG-04329,P-011071,9,1,V-01110
FG-04329,P-004156,2,1,V-00593
FG-04330,P-002439,8,1,V-00305
FG-04330,P-008568,11,1,V-00228
FG-04330,P-001932,6,1,V-00441
FG-04330,P-010325,8,1,V-01195
FG-04331,P-005500,7,1,V-01383
FG-04331,P-006587,11,1,V-00277
FG-04331,P-006041,5,1,V-00186
FG-04331,P-002187,4,1,V-00351
FG-04331,P-003168,5,1,V-03569
FG-04331,P-005545,9,1,V-03468
FG-04331,P-011299,11,1,V-01674
FG-04332,P-000467,8,1,V-02200
FG-04332,P-003174,1,1,V-00925
FG-04332,P-006387,3,1,V-01176
FG-04332,P-000470,6,1,V-02291
FG-04332,P-005275,6,1,V-01511
FG-04332,P-008654,12,1,V-00902
FG-04332,P-001636,2,1,V-03193
FG-04333,P-005779,12,1,V-00492
FG-04333,P-005419,11,1,V-00740
FG-04333,P-001370,9,1,V-00709
FG-04333,P-009348,6,1,V-04261
FG-04333,P-011285,2,1,V-00989
FG-04333,P-001389,7,1,V-00725
FG-04333,P-002874,8,1,V-01114
FG-04334,P-010037,11,1,V-00578
FG-04334,P-005748,3,1,V-02952
FG-04334,P-010023,10,1,V-01829
FG-04334,P-004004,1,1,V-00381
FG-04334,P-001526,9,1,V-00257
FG-04334,P-001033,9,1,V-00662
FG-04335,P-010219,11,1,V-00421
FG-04335,P-011911,11,1,V-02692
FG-04335,P-006265,5,1,V-00249
FG-04335,P-006934,5,1,V-02169
FG-04335,P-011889,6,1,V-01811
FG-04335,P-009433,3,1,V-00245
FG-04335,P-007742,4,1,V-03955
FG-04336,P-002931,5,1,V-03716
FG-04336,P-004896,3,1,V-01119
FG-04336,P-007115,4,1,V-00797
FG-04336,P-002596,9,1,V-01181
FG-04336,P-003908,11,1,V-00406
FG-04336,P-007256,8,1,V-02773
FG-04336,P-008141,1,1,V-00403
FG-04337,P-001447,10,1,V-00099
FG-04337,P-011964,11,1,V-01016
FG-04337,P-003741,6,1,V-00716
FG-04337,P-005530,3,1,V-02690
FG-04338,P-000053,7,1,V-00945
FG-04338,P-002395,1,1,V-00969
FG-04338,P-011914,1,1,V-00995
FG-04338,P-001322,2,1,V-00174
FG-04339,P-003034,7,1,V-00902
FG-04339,P-005316,2,1,V-01883
FG-04339,P-010981,11,1,V-01090
FG-04339,P-009131,11,1,V-02791
FG-04339,P-008801,9,1,V-00742
FG-04339,P-006282,11,1,V-00149
FG-04340,P-006500,6,1,V-00697
FG-04340,P-000071,5,1,V-00488
FG-04340,P-001780,5,1,V-00738
FG-04340,P-007986,11,1,V-03601
FG-04340,P-000333,11,1,V-01493
FG-04341,P-002471,1,1,V-00287
FG-04341,P-008382,4,1,V-00698
FG-04341,P-003664,4,1,V-00011
FG-04341,P-003339,9,1,V-00438
FG-04341,P-000220,10,1,V-00746
FG-04342,P-011908,7,1,V-00401
FG-04342,P-005995,5,1,V-04031
FG-04342,P-005458,4,1,V-00127
FG-04342,P-009884,3,1,V-00122
FG-04342,P-011685,11,1,V-00599
FG-04343,P-005795,5,1,V-01141
FG-04343,P-008138,10,1,V-01074
FG-04343,P-011301,12,1,V-00293
FG-04344,P-000780,8,1,V-00436
FG-04344,P-007051,8,1,V-01034
FG-04344,P-009409,11,1,V-00693
FG-04344,P-006036,12,1,V-03398
FG-04345,P-009876,9,1,V-00914
FG-04345,P-004525,4,1,V-01303
FG-04345,P-002270,1,1,V-00907
FG-04345,P-010750,12,1,V-02402
FG-04345,P-000327,7,1,V-00127
FG-04346,P-011712,10,1,V-00325
FG-04346,P-000028,1,1,V-00822
FG-04346,P-002584,11,1,V-03318
FG-04346,P-000251,2,1,V-00206
FG-04346,P-004122,10,1,V-00741
FG-04347,P-002683,2,1,V-03093
FG-04347,P-008826,3,1,V-01085
FG-04347,P-007875,2,1,V-01187
FG-04347,P-003648,12,1,V-01157
FG-04348,P-005287,4,1,V-00274
FG-04348,P-007500,9,1,V-02962
FG-04348,P-005510,1,1,V-00558
FG-04348,P-009262,7,1,V-00316
FG-04348,P-006033,12,1,V-03405
FG-04348,P-005538,7,1,V-00525
FG-04348,P-000079,3,1,V-00081
FG-04349,P-003773,9,1,V-00166
FG-04349,P-006376,3,1,V-00856
FG-04349,P-009424,9,1,V-00934
FG-04350,P-011126,10,1,V-00548
FG-04350,P-005888,10,1,V-00731
FG-04350,P-003102,2,1,V-00936
FG-04351,P-006584,12,1,V-00971
FG-04351,P-005590,12,1,V-00949
FG-04351,P-002773,9,1,V-01728
FG-04351,P-011764,2,1,V-00196
FG-04351,P-002416,12,1,V-00078
FG-04351,P-011909,1,1,V-00701
FG-04352,P-002226,6,1,V-02101
FG-04352,P-007057,1,1,V-00943
FG-04352,P-002168,7,1,V-00518
FG-04352,P-000032,2,1,V-00467
FG-04352,P-003839,2,1,V-01083
FG-04352,P-000654,5,1,V-00478
FG-04353,P-001980,3,1,V-00308
FG-04353,P-010433,5,1,V-00595
FG-04353,P-000647,7,1,V-00442
FG-04353,P-010995,10,1,V-01807
FG-04353,P-004529,11,1,V-00843
FG-04353,P-002121,3,1,V-00990
FG-04354,P-004595,12,1,V-00254
FG-04354,P-010955,8,1,V-03151
FG-04354,P-001083,3,1,V-02798
FG-04354,P-004862,9,1,V-00325
FG-04354,P-002651,11,1,V-00873
FG-04354,P-004003,11,1,V-00588
FG-04354,P-010477,7,1,V-00517
FG-04355,P-004491,11,1,V-00941
FG-04355,P-003563,2,1,V-03221
FG-04355,P-005813,8,1,V-03964
FG-04356,P-010669,9,1,V-00293
FG-04356,P-000586,6,1,V-00696
FG-04356,P-007282,9,1,V-00715
FG-04356,P-002406,9,1,V-03412
FG-04356,P-007532,9,1,V-00269
FG-04356,P-007842,12,1,V-00824
FG-04357,P-007063,8,1,V-00770
FG-04357,P-004539,7,1,V-01161
FG-04357,P-009175,3,1,V-00161
FG-04357,P-010598,6,1,V-03096
FG-04357,P-010062,1,1,V-03816
FG-04358,P-005922,6,1,V-02149
FG-04358,P-001560,10,1,V-01148
FG-04358,P-008129,9,1,V-00505
FG-04358,P-000591,3,1,V-00129
FG-04358,P-008706,5,1,V-00974
FG-04359,P-001183,8,1,V-00132
FG-04359,P-011934,1,1,V-00749
FG-04359,P-004489,10,1,V-00161
FG-04360,P-008443,12,1,V-00748
FG-04360,P-007765,2,1,V-00563
FG-04360,P-004514,3,1,V-00098
FG-04360,P-007146,5,1,V-00179
FG-04361,P-011963,6,1,V-01897
FG-04361,P-004334,5,1,V-02853
FG-04361,P-000037,6,1,V-00218
FG-04361,P-009006,11,1,V-00120
FG-04361,P-001040,8,1,V-00639
FG-04361,P-007103,1,1,V-03241
FG-04362,P-007219,7,1,V-00378
FG-04362,P-008866,5,1,V-00131
FG-04362,P-010209,1,1,V-00138
FG-04362,P-004966,10,1,V-02443
FG-04363,P-004159,8,1,V-03984
FG-04363,P-001834,4,1,V-00830
FG-04363,P-003818,6,1,V-01039
FG-04363,P-005203,6,1,V-02899
FG-04363,P-002479,11,1,V-00267
FG-04364,P-000988,10,1,V-02102
FG-04364,P-009005,10,1,V-00044
FG-04364,P-004592,7,1,V-04270
FG-04364,P-008022,9,1,V-03900
FG-04364,P-007059,12,1,V-04069
FG-04364,P-009358,11,1,V-01010
FG-04364,P-010984,10,1,V-00632
FG-04365,P-007975,6,1,V-01079
FG-04365,P-002628,8,1,V-00833
FG-04365,P-007108,1,1,V-00951
FG-04365,P-011887,10,1,V-00716
FG-04366,P-005467,1,1,V-01087
FG-04366,P-008699,3,1,V-00484
FG-04366,P-007104,4,1,V-00969
FG-04366,P-003156,5,1,V-00329
FG-04366,P-002644,10,1,V-00897
FG-04366,P-002243,9,1,V-00848
FG-04366,P-008213,6,1,V-00255
FG-04367,P-004929,9,1,V-01955
FG-04367,P-004916,3,1,V-00859
FG-04367,P-009959,10,1,V-00978
FG-04367,P-010997,7,1,V-00394
FG-04368,P-004876,2,1,V-01009
FG-04368,P-010786,5,1,V-00450
FG-04368,P-007668,2,1,V-03615
FG-04369,P-009379,9,1,V-00856
FG-04369,P-000779,7,1,V-00978
FG-04369,P-001673,3,1,V-00946
FG-04370,P-007757,5,1,V-04207
FG-04370,P-006973,7,1,V-02787
