plant_id,part_id,on_hand_qty,days_cover,in_transit_qty,safety_stock_qty,as_of_date
PL-18,P-002911,23924,10,8820,655,2026-09-15
PL-10,P-003215,13857,9,15318,1499,2026-09-15
PL-03,P-006170,4588,20,4603,1654,2026-09-15
PL-15,P-002600,21732,24,11745,1184,2026-09-15
PL-13,P-011423,19922,36,1023,1025,2026-09-15
PL-06,P-010259,34525,27,14711,320,2026-09-15
PL-18,P-002035,19079,5,4331,948,2026-09-15
PL-10,P-010754,934,24,12258,493,2026-09-15
PL-08,P-003578,13320,17,1588,474,2026-09-15
PL-16,P-008559,18865,37,8263,763,2026-09-15
PL-08,P-006428,19786,32,12512,494,2026-09-15
PL-20,P-011570,26083,22,11127,751,2026-09-15
PL-16,P-002459,17644,41,6770,201,2026-09-15
PL-09,P-010129,1703,35,13751,283,2026-09-15
PL-07,P-001415,25996,33,2550,1485,2026-09-15
PL-05,P-004629,32868,20,3911,417,2026-09-15
PL-17,P-003505,22919,35,762,638,2026-09-15
PL-02,P-005749,10986,11,12625,714,2026-09-15
PL-15,P-003796,35014,10,7706,1835,2026-09-15
PL-08,P-006387,11936,1,14586,178,2026-09-15
PL-01,P-010957,16836,24,7559,371,2026-09-15
PL-02,P-011360,24572,12,3277,598,2026-09-15
PL-12,P-005925,29586,14,2515,416,2026-09-15
PL-03,P-009924,21933,22,9864,509,2026-09-15
PL-07,P-009051,38428,23,8933,1762,2026-09-15
PL-09,P-007186,19529,38,1422,150,2026-09-15
PL-08,P-007284,17823,2,10325,365,2026-09-15
PL-18,P-005457,15053,38,12650,343,2026-09-15
PL-05,P-011967,24239,10,16539,196,2026-09-15
PL-16,P-009625,33937,18,5609,1904,2026-09-15
PL-05,P-004799,25623,37,4968,48,2026-09-15
PL-16,P-001596,35084,3,613,546,2026-09-15
PL-04,P-000523,6999,30,10147,1481,2026-09-15
PL-18,P-011877,1179,24,17862,113,2026-09-15
PL-03,P-001915,1588,19,2554,369,2026-09-15
PL-13,P-011353,27953,39,3885,70,2026-09-15
PL-05,P-009619,26793,3,11997,1088,2026-09-15
PL-04,P-009329,36744,26,11438,1318,2026-09-15
PL-13,P-000410,34454,21,1387,214,2026-09-15
PL-11,P-002896,24778,29,5884,911,2026-09-15
PL-06,P-006431,34733,9,9281,512,2026-09-15
PL-06,P-001686,17512,30,7716,1198,2026-09-15
PL-15,P-010973,3003,24,4007,72,2026-09-15
PL-05,P-007065,17411,5,7264,498,2026-09-15
PL-07,P-003362,29131,13,12743,995,2026-09-15
PL-16,P-007855,13566,13,10209,1523,2026-09-15
PL-05,P-010517,18496,1,13361,185,2026-09-15
PL-12,P-009618,6486,7,990,1823,2026-09-15
PL-19,P-009731,24170,23,17417,1465,2026-09-15
PL-09,P-009580,12478,18,11697,533,2026-09-15
PL-06,P-002254,19583,2,3093,1545,2026-09-15
PL-08,P-000251,21964,42,2539,132,2026-09-15
PL-13,P-002222,11079,42,9475,1570,2026-09-15
PL-17,P-003819,16113,14,2494,924,2026-09-15
PL-05,P-010514,39735,27,5965,331,2026-09-15
PL-14,P-010348,36183,37,9220,927,2026-09-15
PL-17,P-010079,31801,12,1215,667,2026-09-15
PL-19,P-007883,29918,35,15831,993,2026-09-15
PL-15,P-010316,27160,34,14397,766,2026-09-15
PL-01,P-007490,9402,20,14626,76,2026-09-15
PL-14,P-003050,5163,29,4161,168,2026-09-15
PL-10,P-005315,24726,2,12369,245,2026-09-15
PL-13,P-007685,17227,26,17136,139,2026-09-15
PL-07,P-006715,27852,34,6207,2068,2026-09-15
PL-16,P-002081,25558,39,12294,814,2026-09-15
PL-03,P-000525,31050,0,17834,215,2026-09-15
PL-06,P-006728,17389,26,10050,1132,2026-09-15
PL-02,P-002525,14277,20,17971,438,2026-09-15
PL-14,P-004768,14103,9,13411,706,2026-09-15
PL-10,P-002170,5879,20,9782,109,2026-09-15
PL-04,P-007448,4601,42,17046,227,2026-09-15
PL-12,P-009642,10985,37,4304,1284,2026-09-15
PL-01,P-001542,2321,20,10600,504,2026-09-15
PL-20,P-007291,31977,21,3485,736,2026-09-15
PL-18,P-010321,35247,40,13110,1058,2026-09-15
PL-14,P-008519,35396,30,2927,465,2026-09-15
PL-20,P-010625,8311,12,17853,697,2026-09-15
PL-07,P-010190,9678,23,12939,1060,2026-09-15
PL-08,P-003610,27555,7,1479,746,2026-09-15
PL-18,P-011595,28083,3,10963,103,2026-09-15
PL-16,P-011716,25416,10,11785,833,2026-09-15
PL-03,P-000070,1185,8,13005,815,2026-09-15
PL-12,P-005438,16527,17,10933,178,2026-09-15
PL-16,P-010303,13325,7,6135,871,2026-09-15
PL-13,P-006443,3398,6,1504,599,2026-09-15
PL-20,P-007411,27365,11,10668,1776,2026-09-15
PL-03,P-004612,1355,35,13208,1680,2026-09-15
PL-07,P-006831,32152,25,5101,593,2026-09-15
PL-09,P-001556,22111,18,581,334,2026-09-15
PL-15,P-007108,37044,31,9427,185,2026-09-15
PL-19,P-004184,25346,32,12547,1131,2026-09-15
PL-07,P-010625,7887,5,14891,1078,2026-09-15
PL-16,P-010870,17670,17,9157,383,2026-09-15
PL-02,P-002350,8809,40,10802,282,2026-09-15
PL-04,P-011783,8341,14,1363,990,2026-09-15
PL-04,P-011652,24205,4,3486,312,2026-09-15
PL-08,P-003964,21123,37,6175,684,2026-09-15
PL-10,P-001257,25303,26,16975,623,2026-09-15
PL-12,P-000676,11639,12,16032,458,2026-09-15
PL-01,P-002403,15665,16,15522,330,2026-09-15
PL-19,P-005624,29625,23,5738,1685,2026-09-15
PL-11,P-006256,18,11,16549,235,2026-09-15
PL-08,P-009591,15420,27,4812,140,2026-09-15
PL-04,P-000652,30768,37,1104,323,2026-09-15
PL-01,P-010042,30111,29,15585,185,2026-09-15
PL-09,P-004222,16597,14,7436,636,2026-09-15
PL-14,P-009289,8664,30,11889,1000,2026-09-15
PL-11,P-000969,27498,21,5766,1270,2026-09-15
PL-12,P-009753,15460,31,5697,408,2026-09-15
PL-17,P-005356,628,28,2869,629,2026-09-15
PL-07,P-003886,31573,37,11536,2081,2026-09-15
PL-04,P-010969,1370,42,1537,171,2026-09-15
PL-11,P-007340,33181,0,13031,142,2026-09-15
PL-01,P-010817,3943,29,2538,712,2026-09-15
PL-03,P-006916,10495,31,4418,119,2026-09-15
PL-02,P-004327,5981,39,7146,341,2026-09-15
PL-15,P-009874,26567,21,4373,673,2026-09-15
PL-13,P-005109,21413,12,851,610,2026-09-15
PL-17,P-000159,25347,1,16001,345,2026-09-15
PL-07,P-006533,26050,24,11340,689,2026-09-15
PL-04,P-006109,28384,28,1317,452,2026-09-15
PL-02,P-009208,20242,37,14324,1226,2026-09-15
PL-05,P-007207,9530,36,15096,1424,2026-09-15
PL-13,P-001398,22971,7,5339,452,2026-09-15
PL-19,P-010431,27031,16,17376,592,2026-09-15
PL-20,P-002453,21773,16,2085,277,2026-09-15
PL-01,P-005786,2362,31,4531,1510,2026-09-15
PL-19,P-006317,32855,37,16410,1148,2026-09-15
PL-15,P-005549,25217,35,5202,383,2026-09-15
PL-10,P-001169,35776,27,3523,87,2026-09-15
PL-03,P-002825,33988,40,13944,1214,2026-09-15
PL-15,P-004270,37080,4,16559,902,2026-09-15
PL-05,P-011942,11133,25,11954,273,2026-09-15
PL-02,P-006059,7246,15,7038,502,2026-09-15
PL-05,P-008278,2808,33,12694,66,2026-09-15
PL-05,P-008586,5336,25,12366,686,2026-09-15
PL-17,P-008057,2122,29,2770,251,2026-09-15
PL-10,P-010328,15708,26,17934,398,2026-09-15
PL-20,P-003695,25403,40,12911,96,2026-09-15
PL-08,P-008449,31178,42,9925,958,2026-09-15
PL-05,P-001249,851,33,376,600,2026-09-15
PL-06,P-008576,7002,1,1427,239,2026-09-15
PL-01,P-001537,18947,41,2661,127,2026-09-15
PL-12,P-011152,58,39,16925,266,2026-09-15
PL-15,P-009481,23986,11,816,965,2026-09-15
PL-07,P-006420,17589,16,6788,905,2026-09-15
PL-15,P-003253,36135,28,15243,1678,2026-09-15
PL-05,P-001109,29893,33,9841,706,2026-09-15
PL-14,P-001768,3358,29,7305,472,2026-09-15
PL-01,P-006884,11342,34,4598,1166,2026-09-15
PL-19,P-000098,32607,31,10597,1384,2026-09-15
PL-05,P-007614,4090,36,10271,898,2026-09-15
PL-07,P-001369,39641,41,2212,518,2026-09-15
PL-08,P-009532,8849,29,13138,812,2026-09-15
PL-07,P-004699,26862,14,859,364,2026-09-15
PL-04,P-005344,37113,11,369,613,2026-09-15
PL-18,P-003738,8520,35,1166,251,2026-09-15
PL-16,P-010346,29203,36,9899,555,2026-09-15
PL-16,P-005383,12688,34,6022,814,2026-09-15
PL-08,P-007619,32510,12,1436,89,2026-09-15
PL-18,P-009216,39365,12,9286,1255,2026-09-15
PL-19,P-002361,4302,27,6221,1119,2026-09-15
PL-06,P-011242,24082,15,1729,1565,2026-09-15
PL-12,P-004412,13479,13,9605,456,2026-09-15
PL-03,P-002476,26401,5,5532,576,2026-09-15
PL-20,P-001051,25650,11,15055,1987,2026-09-15
PL-02,P-007953,32665,39,3195,171,2026-09-15
PL-18,P-009105,25902,12,4674,1648,2026-09-15
PL-08,P-010718,12380,24,9195,344,2026-09-15
PL-05,P-010457,3645,39,1842,287,2026-09-15
PL-01,P-004353,37613,0,15246,1758,2026-09-15
PL-01,P-009994,13896,39,14051,118,2026-09-15
PL-04,P-000618,4757,32,12492,192,2026-09-15
PL-19,P-002072,19385,13,16541,564,2026-09-15
PL-11,P-001754,28076,24,10487,665,2026-09-15
PL-12,P-006552,27860,7,15832,323,2026-09-15
PL-20,P-010019,24357,26,13303,587,2026-09-15
PL-09,P-002475,8957,38,2744,1139,2026-09-15
PL-08,P-006017,18095,3,7600,452,2026-09-15
PL-06,P-010434,5021,24,4994,494,2026-09-15
PL-13,P-010379,26545,26,4024,1345,2026-09-15
PL-16,P-001711,20241,24,3960,929,2026-09-15
PL-09,P-010369,34033,23,15755,83,2026-09-15
PL-16,P-011235,2483,35,6727,101,2026-09-15
PL-07,P-003964,14906,20,6551,345,2026-09-15
PL-08,P-006427,2200,39,10984,1105,2026-09-15
PL-01,P-008978,14488,26,7157,243,2026-09-15
PL-08,P-002997,2772,12,878,224,2026-09-15
PL-09,P-007795,27411,9,9380,317,2026-09-15
PL-08,P-009751,6684,6,8419,1405,2026-09-15
PL-03,P-005268,22719,33,7715,449,2026-09-15
PL-12,P-011470,11883,32,9526,1500,2026-09-15
PL-05,P-008344,35090,42,4839,92,2026-09-15
PL-16,P-009929,2720,17,4308,1306,2026-09-15
PL-16,P-002993,11570,24,17832,906,2026-09-15
PL-08,P-002115,9826,39,5682,872,2026-09-15
PL-05,P-006978,33201,9,449,876,2026-09-15
PL-10,P-005705,23314,36,6900,952,2026-09-15
PL-10,P-004056,20887,38,15323,247,2026-09-15
PL-11,P-004868,33675,17,3112,501,2026-09-15
PL-17,P-000153,4909,25,4395,516,2026-09-15
PL-20,P-004454,4744,3,2529,350,2026-09-15
PL-07,P-001081,7442,19,4461,1562,2026-09-15
PL-09,P-011639,33114,12,3291,1901,2026-09-15
PL-19,P-002363,37453,10,3141,110,2026-09-15
PL-06,P-007067,38362,15,6636,1562,2026-09-15
PL-05,P-000729,27358,1,3143,443,2026-09-15
PL-17,P-006581,18483,11,15468,1460,2026-09-15
PL-06,P-003832,30816,41,3152,80,2026-09-15
PL-19,P-005580,34884,7,7897,715,2026-09-15
PL-09,P-005772,11024,6,4183,363,2026-09-15
PL-12,P-009086,21327,13,5874,344,2026-09-15
PL-20,P-006961,38902,19,10757,255,2026-09-15
PL-13,P-005561,1192,21,3490,319,2026-09-15
PL-10,P-003914,10525,18,728,542,2026-09-15
PL-19,P-009555,27440,1,10044,907,2026-09-15
PL-01,P-009522,3203,29,4122,1314,2026-09-15
PL-01,P-001240,9632,24,17478,216,2026-09-15
PL-08,P-011359,39558,18,3807,1744,2026-09-15
PL-17,P-001893,2413,14,12261,391,2026-09-15
PL-17,P-006605,38978,11,5365,242,2026-09-15
PL-18,P-011392,19804,11,12324,201,2026-09-15
PL-03,P-003130,25853,6,15992,382,2026-09-15
PL-18,P-004779,9685,38,6137,1180,2026-09-15
PL-07,P-011312,33914,41,775,34,2026-09-15
PL-08,P-007971,32865,42,17526,771,2026-09-15
PL-11,P-006145,36102,35,15194,743,2026-09-15
PL-02,P-011664,21081,6,2309,215,2026-09-15
PL-14,P-010203,39307,6,15178,1447,2026-09-15
PL-19,P-001494,18325,7,7377,645,2026-09-15
PL-06,P-007029,13373,32,2582,578,2026-09-15
PL-17,P-001535,19867,29,1265,218,2026-09-15
PL-11,P-009492,13731,16,16409,269,2026-09-15
PL-08,P-007170,13342,10,13859,1065,2026-09-15
PL-13,P-010695,27039,5,6626,79,2026-09-15
PL-19,P-010420,36293,14,3290,1609,2026-09-15
PL-07,P-003989,39210,5,9924,405,2026-09-15
PL-01,P-011784,34521,15,6643,1128,2026-09-15
PL-16,P-009652,35192,0,7261,855,2026-09-15
PL-06,P-011647,35641,40,1543,87,2026-09-15
PL-18,P-000800,9886,17,17527,799,2026-09-15
PL-15,P-001334,2205,16,8237,393,2026-09-15
PL-08,P-008087,39571,10,14186,501,2026-09-15
PL-15,P-000852,18771,15,12255,99,2026-09-15
PL-06,P-001768,33201,25,12226,630,2026-09-15
PL-13,P-001407,37285,33,12241,445,2026-09-15
PL-11,P-004675,32982,24,11275,186,2026-09-15
PL-01,P-009734,15170,14,16055,1275,2026-09-15
PL-09,P-004673,23556,10,7213,612,2026-09-15
PL-12,P-010319,10480,35,10734,438,2026-09-15
PL-16,P-006159,19218,31,1128,1079,2026-09-15
PL-11,P-000568,8496,33,8414,1391,2026-09-15
PL-11,P-011172,8493,42,10971,674,2026-09-15
PL-13,P-004991,24147,19,4790,399,2026-09-15
PL-20,P-011662,25487,28,5733,580,2026-09-15
PL-17,P-001456,34627,27,15229,342,2026-09-15
PL-20,P-005499,27362,20,10505,197,2026-09-15
PL-05,P-007586,26573,28,16112,518,2026-09-15
PL-12,P-003763,27325,28,5259,320,2026-09-15
PL-19,P-002343,12205,17,1510,68,2026-09-15
PL-12,P-011906,22493,18,693,262,2026-09-15
PL-02,P-008891,38770,23,9790,574,2026-09-15
PL-11,P-006314,26023,32,12980,1878,2026-09-15
PL-12,P-007767,25688,1,15218,479,2026-09-15
PL-04,P-002863,2870,30,5772,1958,2026-09-15
PL-04,P-000450,33775,32,16196,1624,2026-09-15
PL-16,P-005011,38552,4,16308,274,2026-09-15
PL-02,P-006372,20893,25,8197,764,2026-09-15
PL-10,P-005999,301,19,2941,1034,2026-09-15
PL-04,P-007445,28446,27,1989,1244,2026-09-15
PL-01,P-006716,39976,13,17972,452,2026-09-15
PL-04,P-001163,33044,11,266,154,2026-09-15
PL-03,P-001800,18093,13,89,182,2026-09-15
PL-01,P-002333,27758,39,12255,430,2026-09-15
PL-20,P-009526,18382,42,15301,1670,2026-09-15
PL-12,P-004516,27315,11,10407,193,2026-09-15
PL-08,P-008054,12217,29,15657,1702,2026-09-15
PL-03,P-011222,21603,38,7765,413,2026-09-15
PL-05,P-003593,22300,15,7650,786,2026-09-15
PL-10,P-009934,31886,35,7093,308,2026-09-15
PL-16,P-003046,24988,4,14609,288,2026-09-15
PL-09,P-005012,34081,9,9368,711,2026-09-15
PL-16,P-002695,619,31,13939,176,2026-09-15
PL-12,P-000555,3480,10,3735,332,2026-09-15
PL-03,P-011500,31231,23,16549,1690,2026-09-15
PL-06,P-007270,25301,10,9497,558,2026-09-15
PL-03,P-010556,35021,12,10320,623,2026-09-15
PL-05,P-006412,25418,5,11260,2014,2026-09-15
PL-06,P-005283,16957,41,15941,991,2026-09-15
PL-02,P-010869,5679,42,10807,888,2026-09-15
PL-09,P-005915,4887,35,3972,48,2026-09-15
PL-07,P-006438,38159,16,9807,517,2026-09-15
PL-10,P-002839,10532,36,2470,1553,2026-09-15
PL-18,P-003367,2732,23,11940,908,2026-09-15
PL-10,P-006351,4734,21,9021,876,2026-09-15
PL-19,P-011224,22351,31,11551,568,2026-09-15
PL-12,P-007394,26349,27,9524,420,2026-09-15
PL-11,P-005143,376,8,12406,164,2026-09-15
PL-02,P-006846,34129,30,14576,750,2026-09-15
PL-13,P-002529,34377,32,16657,232,2026-09-15
PL-11,P-011897,1002,26,10791,721,2026-09-15
PL-20,P-000274,10723,37,601,80,2026-09-15
PL-03,P-009112,108,3,16905,504,2026-09-15
PL-18,P-005537,14401,22,6345,129,2026-09-15
PL-16,P-010713,1957,14,7001,722,2026-09-15
PL-04,P-000175,38378,20,14940,73,2026-09-15
PL-05,P-009657,32109,14,7721,72,2026-09-15
PL-06,P-005863,6918,34,9102,73,2026-09-15
PL-10,P-006073,28722,29,14774,110,2026-09-15
PL-14,P-011979,17232,22,8116,583,2026-09-15
PL-12,P-006609,29379,20,8609,1388,2026-09-15
PL-03,P-011313,33797,35,5993,418,2026-09-15
PL-11,P-009269,6520,19,11599,788,2026-09-15
PL-07,P-007666,39769,18,495,244,2026-09-15
PL-06,P-001283,909,36,7556,192,2026-09-15
PL-08,P-006391,19828,26,17120,1053,2026-09-15
PL-12,P-000594,12464,18,16947,638,2026-09-15
PL-14,P-001953,38850,16,621,806,2026-09-15
PL-10,P-006501,37853,12,13633,616,2026-09-15
PL-04,P-003557,10770,32,9190,767,2026-09-15
PL-11,P-004043,14222,10,3494,1720,2026-09-15
PL-20,P-010920,2020,32,16854,833,2026-09-15
PL-15,P-001667,38439,15,13776,408,2026-09-15
PL-02,P-011234,3903,0,2218,703,2026-09-15
PL-02,P-000757,1197,18,16484,451,2026-09-15
PL-08,P-011397,38301,1,16130,1778,2026-09-15
PL-15,P-002581,25406,32,11711,431,2026-09-15
PL-07,P-002566,31064,8,15352,866,2026-09-15
PL-20,P-005216,28193,22,15199,653,2026-09-15
PL-15,P-009096,17485,18,9855,1754,2026-09-15
PL-01,P-006016,15919,23,4998,842,2026-09-15
PL-13,P-004928,14203,36,13815,1122,2026-09-15
PL-04,P-004186,11586,7,12574,467,2026-09-15
PL-20,P-011492,21940,39,14908,372,2026-09-15
PL-08,P-001030,3988,28,8192,219,2026-09-15
PL-04,P-010180,33427,8,990,185,2026-09-15
PL-17,P-010416,38005,15,8925,945,2026-09-15
PL-18,P-001459,10899,40,15782,1472,2026-09-15
PL-11,P-011046,15397,16,14142,208,2026-09-15
PL-03,P-005679,7544,2,3611,268,2026-09-15
PL-17,P-003079,25491,30,7801,230,2026-09-15
PL-02,P-007649,17260,26,17847,307,2026-09-15
PL-15,P-010665,35117,37,1407,1735,2026-09-15
PL-18,P-006033,27116,40,4089,57,2026-09-15
PL-12,P-006971,17179,32,5968,1534,2026-09-15
PL-05,P-007630,36881,19,11731,703,2026-09-15
PL-06,P-005239,7237,35,5800,668,2026-09-15
PL-13,P-001611,19999,42,17965,111,2026-09-15
PL-02,P-010456,27467,16,11515,753,2026-09-15
PL-19,P-011762,10380,38,10841,133,2026-09-15
PL-18,P-009191,27380,4,4052,395,2026-09-15
PL-01,P-003801,29396,7,10477,494,2026-09-15
PL-08,P-010159,681,12,78,83,2026-09-15
PL-04,P-003835,17432,42,17990,770,2026-09-15
PL-08,P-007085,7626,22,5612,602,2026-09-15
PL-04,P-007016,24399,20,12268,1742,2026-09-15
PL-08,P-002414,2262,21,7207,433,2026-09-15
PL-03,P-002452,3558,1,11163,795,2026-09-15
PL-03,P-005448,13936,24,10557,201,2026-09-15
PL-07,P-011453,3040,7,2202,162,2026-09-15
PL-13,P-005457,2422,39,14836,304,2026-09-15
PL-08,P-003157,39436,24,2406,370,2026-09-15
PL-05,P-007337,36071,17,13643,632,2026-09-15
PL-08,P-010602,27835,3,7320,503,2026-09-15
PL-03,P-004372,12326,0,9890,61,2026-09-15
PL-17,P-005322,32682,40,7835,1034,2026-09-15
PL-10,P-005663,30014,29,464,420,2026-09-15
PL-19,P-003502,33830,3,5909,990,2026-09-15
PL-09,P-010789,12757,21,17023,790,2026-09-15
PL-20,P-003781,12159,22,771,449,2026-09-15
PL-06,P-007260,32896,23,7755,704,2026-09-15
PL-14,P-007749,9151,13,11706,1966,2026-09-15
PL-03,P-009325,35297,8,15465,735,2026-09-15
PL-08,P-005207,24771,15,10008,343,2026-09-15
PL-03,P-003702,30413,30,13802,550,2026-09-15
PL-03,P-001253,28052,0,15216,1000,2026-09-15
PL-17,P-006782,35988,29,10006,1653,2026-09-15
PL-07,P-009250,4753,23,3190,920,2026-09-15
PL-05,P-008880,16750,26,987,541,2026-09-15
PL-06,P-008750,16455,31,16166,701,2026-09-15
PL-20,P-004091,1511,15,4102,403,2026-09-15
PL-08,P-002420,15479,1,5334,1543,2026-09-15
PL-13,P-007316,7002,23,10460,506,2026-09-15
PL-06,P-009054,10004,12,3080,295,2026-09-15
PL-12,P-011010,7858,15,1105,433,2026-09-15
PL-04,P-000713,23750,42,2456,756,2026-09-15
PL-10,P-005236,2099,35,8925,113,2026-09-15
PL-15,P-011069,24608,8,5975,143,2026-09-15
PL-12,P-007563,31502,23,15617,757,2026-09-15
PL-16,P-009005,6594,38,8342,1069,2026-09-15
PL-14,P-004391,26223,11,17565,782,2026-09-15
PL-18,P-010546,19490,26,6187,238,2026-09-15
PL-07,P-008245,33064,26,4970,546,2026-09-15
PL-06,P-005173,30564,41,6427,1644,2026-09-15
PL-16,P-006626,36732,18,17078,58,2026-09-15
PL-08,P-007588,32731,0,9317,449,2026-09-15
PL-09,P-000958,33495,8,8837,639,2026-09-15
PL-12,P-008988,23534,13,812,392,2026-09-15
PL-07,P-001202,26584,42,6853,1363,2026-09-15
PL-08,P-000913,9321,9,11312,92,2026-09-15
PL-01,P-000711,22739,6,10956,379,2026-09-15
PL-13,P-007739,38995,25,14401,1606,2026-09-15
PL-08,P-006864,39255,18,2254,1233,2026-09-15
PL-18,P-006857,1702,7,1657,626,2026-09-15
PL-04,P-002066,20912,33,8988,540,2026-09-15
PL-17,P-002624,12851,9,16155,893,2026-09-15
PL-09,P-000662,16165,17,6048,652,2026-09-15
PL-06,P-007133,22817,5,3705,251,2026-09-15
PL-13,P-010330,11967,6,4498,329,2026-09-15
PL-03,P-007875,12722,6,11489,981,2026-09-15
PL-13,P-009522,36597,18,7938,488,2026-09-15
PL-08,P-005342,31658,21,8121,1180,2026-09-15
PL-01,P-007503,29872,25,3060,317,2026-09-15
PL-14,P-002648,19731,12,7777,704,2026-09-15
PL-06,P-004567,30119,22,12237,666,2026-09-15
PL-16,P-000226,11306,11,15460,281,2026-09-15
PL-06,P-008973,37277,41,6486,301,2026-09-15
PL-17,P-003651,2810,13,16994,177,2026-09-15
PL-11,P-006185,1506,2,3659,714,2026-09-15
PL-07,P-007679,19491,37,7864,370,2026-09-15
PL-05,P-006959,36687,16,15186,1841,2026-09-15
PL-05,P-006529,5491,7,5469,1365,2026-09-15
PL-15,P-003852,8165,16,13239,451,2026-09-15
PL-02,P-011504,11623,30,11890,305,2026-09-15
PL-17,P-004710,14139,29,4641,298,2026-09-15
PL-12,P-011993,5206,9,6781,578,2026-09-15
PL-17,P-002700,10051,37,14373,574,2026-09-15
PL-10,P-010921,36354,14,453,524,2026-09-15
PL-08,P-009447,35366,3,2016,1304,2026-09-15
PL-09,P-004711,25083,29,1767,482,2026-09-15
PL-19,P-004839,32096,31,8988,1661,2026-09-15
PL-20,P-008824,3612,37,11908,188,2026-09-15
PL-07,P-008061,14473,38,10888,178,2026-09-15
PL-05,P-004931,18240,36,15657,1980,2026-09-15
PL-15,P-009426,39122,42,15834,277,2026-09-15
PL-17,P-000789,25157,16,238,479,2026-09-15
PL-02,P-009555,35111,15,96,1091,2026-09-15
PL-02,P-000872,4587,38,338,1195,2026-09-15
PL-13,P-007485,3271,27,14903,855,2026-09-15
PL-02,P-000834,7622,25,10393,442,2026-09-15
PL-09,P-010244,24143,17,10732,673,2026-09-15
PL-06,P-001852,20122,1,5741,338,2026-09-15
PL-09,P-007482,3926,29,9969,1346,2026-09-15
PL-10,P-007923,18066,5,12726,1490,2026-09-15
PL-02,P-001696,17822,22,3236,515,2026-09-15
PL-15,P-008171,38723,19,10350,521,2026-09-15
PL-10,P-007636,126,14,11263,986,2026-09-15
PL-13,P-009227,22014,20,8573,1058,2026-09-15
PL-15,P-009429,20458,36,2634,1341,2026-09-15
PL-02,P-005747,26449,31,4842,1398,2026-09-15
PL-02,P-011000,35495,9,10256,172,2026-09-15
PL-14,P-008130,34008,17,10955,51,2026-09-15
PL-01,P-006355,15593,1,1889,473,2026-09-15
PL-14,P-009496,8337,30,4847,612,2026-09-15
PL-17,P-011273,35661,31,586,514,2026-09-15
PL-06,P-004988,652,41,8396,921,2026-09-15
PL-07,P-000981,9671,19,1384,1100,2026-09-15
PL-12,P-011464,27699,8,10835,1750,2026-09-15
PL-17,P-009375,38178,16,9095,750,2026-09-15
PL-14,P-002635,16164,2,1875,318,2026-09-15
PL-12,P-000344,28213,11,4527,644,2026-09-15
PL-18,P-001714,37914,38,5126,2160,2026-09-15
PL-16,P-000764,14948,9,11000,991,2026-09-15
PL-08,P-000644,30414,24,6904,672,2026-09-15
PL-07,P-003717,24483,28,5479,387,2026-09-15
PL-09,P-001955,6731,8,4032,315,2026-09-15
PL-15,P-005511,7144,13,17186,507,2026-09-15
PL-16,P-002331,9476,2,2719,288,2026-09-15
PL-05,P-003047,20667,6,5014,121,2026-09-15
PL-17,P-003926,33066,13,3111,927,2026-09-15
PL-17,P-009114,12631,14,9620,116,2026-09-15
PL-13,P-010516,28679,1,8612,457,2026-09-15
PL-20,P-002154,1538,36,494,804,2026-09-15
PL-15,P-004529,36291,5,13562,709,2026-09-15
PL-12,P-006075,25887,5,12900,271,2026-09-15
PL-03,P-000029,18143,32,17377,92,2026-09-15
PL-08,P-006673,634,39,3981,1122,2026-09-15
PL-12,P-005711,18040,22,9729,451,2026-09-15
PL-07,P-002215,30424,18,13920,580,2026-09-15
PL-02,P-010968,837,25,1880,865,2026-09-15
PL-11,P-008755,18927,0,16461,111,2026-09-15
PL-05,P-003099,16503,12,3741,115,2026-09-15
PL-03,P-011747,23714,24,17661,250,2026-09-15
PL-14,P-002708,23120,0,12769,1151,2026-09-15
PL-19,P-002506,15992,34,12202,320,2026-09-15
PL-12,P-011379,33219,25,13280,606,2026-09-15
PL-16,P-001095,34609,14,5112,797,2026-09-15
PL-04,P-008657,17788,2,7288,880,2026-09-15
PL-05,P-006186,13685,20,5238,354,2026-09-15
PL-18,P-006434,12377,42,12453,154,2026-09-15
PL-11,P-007466,13259,32,9314,1323,2026-09-15
PL-06,P-003766,39623,18,3229,756,2026-09-15
PL-16,P-007153,32310,25,17969,198,2026-09-15
PL-15,P-000221,32614,5,9819,848,2026-09-15
PL-09,P-000169,33541,4,3521,141,2026-09-15
PL-12,P-000783,33437,3,11,552,2026-09-15
PL-04,P-009559,19293,23,5893,147,2026-09-15
PL-03,P-008408,31306,34,1516,116,2026-09-15
PL-17,P-000686,7972,35,15504,486,2026-09-15
PL-09,P-003267,14622,20,8872,882,2026-09-15
PL-05,P-004795,10353,21,8466,560,2026-09-15
PL-05,P-006757,21370,29,15529,2080,2026-09-15
PL-12,P-005490,35143,29,17957,1973,2026-09-15
PL-02,P-007339,22196,12,12198,615,2026-09-15
PL-08,P-008687,3176,7,4073,1170,2026-09-15
PL-16,P-008253,562,30,13068,425,2026-09-15
PL-11,P-011619,19626,30,9048,504,2026-09-15
PL-06,P-004194,4348,32,13970,771,2026-09-15
PL-06,P-009439,23584,31,9144,385,2026-09-15
PL-13,P-008990,33269,33,7091,434,2026-09-15
PL-01,P-000995,4409,23,13088,1441,2026-09-15
PL-16,P-007359,36488,22,1339,458,2026-09-15
PL-11,P-006332,24208,31,7378,680,2026-09-15
PL-16,P-006803,24806,12,1932,356,2026-09-15
