customer_id,customer_name,customer_type,region,country,tier_rank,otif_target_pct,penalty_usd_per_day,annual_revenue_usd,contract_type
C-05541,Atlas Motors 05541,OEM,APAC-SE,Thailand,116,98,36916,54200000,LTA
C-05542,Delantra Distribution 05542,Aftermarket,NA-US,United States,218,95,3679,4500000,spot
C-05543,Kestrel Motors 05543,OEM,EMEA-E,Poland,263,98,37675,23300000,LTA
C-05544,Atlas Motors 05544,OEM,APAC-NE,South Korea,171,98,15848,4700000,LTA
C-05545,Sumida Systems 05545,Tier-1,APAC-NE,Japan,235,95,2820,3800000,LTA
C-05546,Baltia Distribution 05546,Aftermarket,SA,Brazil,365,95,1267,5500000,LTA
C-05547,Cordis Motors 05547,OEM,EMEA-E,Czechia,15,98,53643,68600000,LTA
C-05548,Atlas Motors 05548,OEM,SA,Brazil,123,98,26741,75300000,LTA
C-05549,Vantage Motors 05549,OEM,SA,Brazil,461,98,26596,52600000,spot
C-05550,Bluepeak Distribution 05550,Aftermarket,NA-MX,Mexico,241,95,3549,5400000,LTA
C-05551,Kestrel Motors 05551,OEM,APAC-SE,Indonesia,133,98,49407,72300000,LTA
C-05552,Atlas Motors 05552,OEM,EMEA-W,France,418,98,27842,70900000,spot
C-05553,Kestrel Distribution 05553,Distributor,NA-US,United States,228,95,3714,3900000,LTA
C-05554,Atlas Distribution 05554,Distributor,APAC-SE,Malaysia,250,95,3702,3500000,spot
C-05555,Bluepeak Motors 05555,OEM,SA,Argentina,376,98,33092,75500000,LTA
C-05556,Delantra Distribution 05556,Distributor,EMEA-W,Germany,331,95,2951,3700000,LTA
C-05557,Atlas Distribution 05557,Aftermarket,NA-US,United States,485,95,127,3300000,spot
C-05558,Baltia Systems 05558,Tier-1,EMEA-E,Romania,66,95,1308,1700000,LTA
C-05559,Sumida Distribution 05559,Aftermarket,SA,Brazil,431,95,3767,500000,consignment
C-05560,Sumida Motors 05560,OEM,APAC-IN,India,255,98,54971,86500000,spot
C-05561,Cordis Distribution 05561,Distributor,EMEA-E,Czechia,314,95,411,3800000,consignment
C-05562,Atlas Distribution 05562,Distributor,SA,Argentina,462,95,632,400000,LTA
C-05563,Sumida Motors 05563,OEM,EMEA-W,Germany,159,98,25456,25600000,LTA
C-05564,Bluepeak Motors 05564,OEM,EMEA-W,Spain,419,98,40347,73300000,LTA
C-05565,Baltia Distribution 05565,Aftermarket,NA-MX,Mexico,72,95,2104,5800000,LTA
C-05566,Kestrel Motors 05566,OEM,APAC-SE,Vietnam,154,98,48583,58300000,spot
C-05567,Vantage Motors 05567,OEM,NA-MX,Mexico,482,98,59239,38000000,LTA
C-05568,Orion Motors 05568,OEM,APAC-SE,Thailand,11,98,31956,7300000,consignment
C-05569,Delantra Motors 05569,OEM,NA-MX,Mexico,269,98,7317,3600000,spot
C-05570,Vantage Motors 05570,OEM,APAC-SE,Malaysia,382,98,38400,32400000,LTA
C-05571,Atlas Distribution 05571,Aftermarket,APAC-SE,Malaysia,18,95,2128,800000,spot
C-05572,Kestrel Distribution 05572,Aftermarket,EMEA-W,Italy,125,95,257,3300000,LTA
C-05573,Kestrel Motors 05573,OEM,APAC-IN,India,117,98,14780,36000000,spot
C-05574,Sumida Distribution 05574,Distributor,APAC-SE,Vietnam,98,95,975,3300000,LTA
C-05575,Delantra Distribution 05575,Distributor,EMEA-E,Czechia,195,95,131,100000,consignment
C-05576,Norvia Distribution 05576,Distributor,EMEA-E,Turkey,250,95,3334,1700000,LTA
C-05577,Sumida Motors 05577,OEM,SA,Argentina,153,98,45751,12400000,consignment
C-05578,Cordis Motors 05578,OEM,NA-US,United States,372,98,28608,26300000,consignment
C-05579,Bluepeak Systems 05579,Tier-1,NA-MX,Mexico,230,95,2255,3700000,LTA
C-05580,Kestrel Motors 05580,OEM,APAC-NE,Japan,54,98,31056,9900000,consignment
C-05581,Delantra Distribution 05581,Distributor,SA,Brazil,104,95,1506,100000,spot
C-05582,Vantage Systems 05582,Tier-1,EMEA-E,Czechia,367,95,1445,2200000,consignment
C-05583,Sumida Distribution 05583,Distributor,EMEA-E,Turkey,100,95,354,2700000,spot
C-05584,Vantage Distribution 05584,Distributor,EMEA-E,Turkey,96,95,3141,3200000,LTA
C-05585,Vantage Motors 05585,OEM,NA-MX,Mexico,350,98,15270,57600000,LTA
C-05586,Kestrel Systems 05586,Tier-1,APAC-SE,Vietnam,94,95,2625,3500000,consignment
C-05587,Atlas Distribution 05587,Distributor,SA,Argentina,237,95,1445,3500000,consignment
C-05588,Cordis Distribution 05588,Distributor,SA,Argentina,487,95,683,300000,LTA
C-05589,Norvia Distribution 05589,Aftermarket,EMEA-W,Spain,97,95,1645,1200000,consignment
C-05590,Delantra Distribution 05590,Aftermarket,APAC-IN,India,127,95,3430,2500000,LTA
C-05591,Orion Motors 05591,OEM,EMEA-W,France,396,98,53829,23300000,consignment
C-05592,Kestrel Systems 05592,Tier-1,EMEA-E,Romania,440,95,2708,3500000,LTA
C-05593,Vantage Motors 05593,OEM,APAC-NE,South Korea,123,98,14508,22900000,LTA
C-05594,Vantage Motors 05594,OEM,APAC-IN,India,252,98,32980,82400000,LTA
C-05595,Cordis Motors 05595,OEM,APAC-SE,Malaysia,145,98,57386,12700000,consignment
C-05596,Kestrel Systems 05596,Tier-1,APAC-IN,India,179,95,2389,2000000,LTA
C-05597,Norvia Distribution 05597,Distributor,APAC-SE,Vietnam,281,95,1131,500000,LTA
C-05598,Atlas Motors 05598,OEM,APAC-IN,India,465,98,48389,89800000,consignment
C-05599,Atlas Distribution 05599,Distributor,APAC-SE,Malaysia,491,95,2820,3000000,LTA
C-05600,Delantra Motors 05600,OEM,APAC-NE,South Korea,302,98,40102,2800000,spot
C-05601,Orion Motors 05601,OEM,APAC-NE,Taiwan,97,98,11092,15300000,LTA
C-05602,Bluepeak Distribution 05602,Aftermarket,APAC-SE,Malaysia,421,95,2834,5900000,consignment
C-05603,Bluepeak Motors 05603,OEM,APAC-NE,Japan,266,98,22139,16800000,spot
C-05604,Bluepeak Systems 05604,Tier-1,APAC-IN,India,75,95,2594,1600000,LTA
C-05605,Kestrel Distribution 05605,Aftermarket,APAC-IN,India,12,95,2065,600000,spot
C-05606,Atlas Systems 05606,Tier-1,EMEA-E,Romania,248,95,3481,2800000,consignment
C-05607,Atlas Systems 05607,Tier-1,EMEA-W,Italy,16,95,669,1900000,LTA
C-05608,Atlas Distribution 05608,Aftermarket,APAC-SE,Indonesia,44,95,3637,2500000,LTA
C-05609,Bluepeak Motors 05609,OEM,NA-US,United States,328,98,51341,62700000,LTA
C-05610,Vantage Distribution 05610,Distributor,NA-US,United States,299,95,3163,3200000,LTA
C-05611,Kestrel Distribution 05611,Distributor,APAC-SE,Malaysia,166,95,686,5900000,LTA
C-05612,Kestrel Distribution 05612,Distributor,NA-MX,Mexico,145,95,3949,3800000,LTA
C-05613,Bluepeak Motors 05613,OEM,EMEA-W,Spain,301,98,58556,52900000,spot
C-05614,Atlas Systems 05614,Tier-1,EMEA-E,Poland,319,95,3142,1500000,spot
C-05615,Sumida Distribution 05615,Distributor,EMEA-E,Czechia,319,95,266,3100000,LTA
C-05616,Cordis Distribution 05616,Distributor,SA,Brazil,174,95,608,1800000,LTA
C-05617,Cordis Systems 05617,Tier-1,APAC-NE,South Korea,336,95,1814,5000000,LTA
C-05618,Orion Motors 05618,OEM,SA,Brazil,476,98,27901,43500000,consignment
C-05619,Kestrel Distribution 05619,Distributor,APAC-IN,India,171,95,3348,4600000,LTA
C-05620,Kestrel Distribution 05620,Distributor,NA-MX,Mexico,159,95,1418,4500000,consignment
C-05621,Cordis Systems 05621,Tier-1,NA-US,United States,409,95,2668,1800000,LTA
C-05622,Delantra Systems 05622,Tier-1,EMEA-E,Czechia,347,95,2004,5900000,LTA
C-05623,Norvia Distribution 05623,Distributor,SA,Argentina,95,95,691,500000,spot
C-05624,Vantage Motors 05624,OEM,NA-US,United States,156,98,47121,26000000,LTA
C-05625,Baltia Distribution 05625,Distributor,EMEA-W,Germany,114,95,338,4600000,LTA
C-05626,Cordis Distribution 05626,Aftermarket,SA,Brazil,257,95,2740,5400000,LTA
C-05627,Orion Systems 05627,Tier-1,NA-MX,Mexico,409,95,3982,1100000,spot
C-05628,Orion Systems 05628,Tier-1,APAC-IN,India,444,95,3534,3200000,spot
C-05629,Vantage Distribution 05629,Distributor,NA-US,United States,332,95,2277,100000,LTA
C-05630,Delantra Motors 05630,OEM,NA-US,United States,80,98,36763,44800000,spot
C-05631,Kestrel Systems 05631,Tier-1,EMEA-E,Turkey,307,95,180,4700000,spot
C-05632,Kestrel Systems 05632,Tier-1,EMEA-W,Spain,152,95,783,600000,LTA
C-05633,Delantra Distribution 05633,Aftermarket,EMEA-W,France,158,95,2980,3000000,LTA
C-05634,Atlas Motors 05634,OEM,APAC-NE,South Korea,391,98,29602,16900000,spot
C-05635,Baltia Motors 05635,OEM,EMEA-E,Czechia,362,98,34235,89900000,consignment
C-05636,Kestrel Motors 05636,OEM,APAC-NE,Taiwan,208,98,27627,48800000,spot
C-05637,Vantage Motors 05637,OEM,SA,Argentina,341,98,28566,6800000,LTA
C-05638,Baltia Distribution 05638,Aftermarket,SA,Argentina,107,95,1934,5600000,LTA
C-05639,Sumida Motors 05639,OEM,EMEA-E,Poland,303,98,51541,64400000,LTA
C-05640,Vantage Distribution 05640,Aftermarket,EMEA-W,Germany,318,95,995,3900000,LTA
C-05641,Norvia Distribution 05641,Distributor,NA-MX,Mexico,29,95,496,2000000,LTA
C-05642,Kestrel Distribution 05642,Distributor,APAC-IN,India,400,95,2469,5900000,consignment
C-05643,Delantra Distribution 05643,Aftermarket,NA-MX,Mexico,356,95,1353,3400000,LTA
C-05644,Norvia Motors 05644,OEM,SA,Argentina,259,98,48551,6000000,spot
C-05645,Cordis Distribution 05645,Distributor,APAC-IN,India,29,95,2318,5600000,LTA
C-05646,Bluepeak Motors 05646,OEM,APAC-IN,India,183,98,54866,71500000,LTA
C-05647,Orion Distribution 05647,Aftermarket,NA-US,United States,296,95,611,5300000,LTA
C-05648,Kestrel Systems 05648,Tier-1,EMEA-W,France,101,95,1615,600000,LTA
C-05649,Baltia Distribution 05649,Aftermarket,EMEA-E,Romania,343,95,1621,3200000,consignment
C-05650,Kestrel Distribution 05650,Distributor,SA,Brazil,334,95,1938,2400000,LTA
C-05651,Orion Distribution 05651,Distributor,SA,Brazil,126,95,521,2400000,LTA
C-05652,Delantra Systems 05652,Tier-1,SA,Brazil,343,95,830,800000,LTA
C-05653,Kestrel Motors 05653,OEM,APAC-SE,Indonesia,307,98,46613,68800000,spot
C-05654,Bluepeak Systems 05654,Tier-1,NA-US,United States,473,95,269,6000000,LTA
C-05655,Cordis Distribution 05655,Aftermarket,EMEA-W,Germany,411,95,3081,4400000,LTA
C-05656,Kestrel Distribution 05656,Distributor,NA-US,United States,476,95,501,5600000,LTA
C-05657,Bluepeak Distribution 05657,Aftermarket,APAC-NE,China,353,95,308,4900000,LTA
C-05658,Kestrel Distribution 05658,Aftermarket,EMEA-E,Romania,58,95,111,5700000,consignment
C-05659,Bluepeak Distribution 05659,Aftermarket,NA-MX,Mexico,320,95,1023,4600000,LTA
C-05660,Orion Motors 05660,OEM,EMEA-W,Spain,402,98,31575,59700000,spot
C-05661,Vantage Motors 05661,OEM,APAC-IN,India,492,98,54817,88900000,spot
C-05662,Atlas Distribution 05662,Distributor,APAC-NE,China,367,95,121,5700000,spot
C-05663,Vantage Distribution 05663,Aftermarket,EMEA-E,Romania,230,95,2171,4500000,LTA
C-05664,Kestrel Systems 05664,Tier-1,EMEA-W,Italy,295,95,704,5800000,LTA
C-05665,Orion Systems 05665,Tier-1,APAC-NE,Taiwan,426,95,2985,5700000,spot
C-05666,Kestrel Distribution 05666,Aftermarket,APAC-SE,Indonesia,23,95,907,4000000,LTA
C-05667,Cordis Systems 05667,Tier-1,NA-US,United States,73,95,2036,1500000,spot
C-05668,Bluepeak Motors 05668,OEM,NA-MX,Mexico,356,98,26838,41300000,consignment
C-05669,Atlas Distribution 05669,Aftermarket,APAC-IN,India,296,95,3991,5100000,LTA
C-05670,Sumida Motors 05670,OEM,APAC-SE,Vietnam,222,98,5984,52600000,LTA
C-05671,Sumida Motors 05671,OEM,NA-US,United States,289,98,14243,87200000,spot
C-05672,Kestrel Distribution 05672,Distributor,APAC-SE,Malaysia,491,95,3714,2900000,LTA
C-05673,Kestrel Distribution 05673,Distributor,APAC-SE,Malaysia,118,95,3800,1600000,consignment
C-05674,Atlas Motors 05674,OEM,EMEA-W,Italy,70,98,25581,16700000,spot
C-05675,Norvia Motors 05675,OEM,APAC-SE,Indonesia,473,98,56900,26400000,LTA
C-05676,Vantage Systems 05676,Tier-1,EMEA-W,Germany,379,95,3978,1600000,LTA
C-05677,Cordis Distribution 05677,Distributor,APAC-NE,South Korea,350,95,3358,5600000,LTA
C-05678,Vantage Motors 05678,OEM,EMEA-W,Spain,165,98,44697,40400000,LTA
C-05679,Norvia Motors 05679,OEM,APAC-NE,Japan,150,98,5461,56500000,LTA
C-05680,Kestrel Motors 05680,OEM,APAC-SE,Thailand,430,98,42291,24600000,spot
C-05681,Orion Distribution 05681,Distributor,SA,Brazil,162,95,3876,1800000,LTA
C-05682,Norvia Distribution 05682,Distributor,EMEA-W,Germany,195,95,1555,4300000,spot
C-05683,Norvia Motors 05683,OEM,APAC-IN,India,178,98,42616,65300000,spot
C-05684,Cordis Motors 05684,OEM,NA-MX,Mexico,198,98,54460,81000000,LTA
C-05685,Vantage Systems 05685,Tier-1,SA,Argentina,271,95,3554,4900000,LTA
C-05686,Orion Motors 05686,OEM,APAC-NE,Japan,375,98,38881,67900000,LTA
C-05687,Sumida Motors 05687,OEM,APAC-IN,India,394,98,54703,55000000,spot
C-05688,Cordis Distribution 05688,Aftermarket,SA,Brazil,143,95,3824,3800000,consignment
C-05689,Delantra Systems 05689,Tier-1,APAC-SE,Thailand,48,95,2559,1600000,LTA
C-05690,Delantra Motors 05690,OEM,NA-MX,Mexico,335,98,12050,22200000,spot
C-05691,Kestrel Distribution 05691,Distributor,SA,Brazil,349,95,2954,2600000,LTA
C-05692,Kestrel Distribution 05692,Aftermarket,NA-US,United States,345,95,2511,1500000,LTA
C-05693,Delantra Distribution 05693,Aftermarket,APAC-SE,Malaysia,167,95,252,3400000,LTA
C-05694,Baltia Distribution 05694,Distributor,APAC-IN,India,372,95,1078,2800000,consignment
C-05695,Cordis Distribution 05695,Distributor,SA,Argentina,198,95,3936,600000,spot
C-05696,Delantra Systems 05696,Tier-1,NA-MX,Mexico,119,95,3365,3300000,consignment
C-05697,Delantra Motors 05697,OEM,NA-MX,Mexico,18,98,14147,63100000,spot
C-05698,Sumida Motors 05698,OEM,APAC-IN,India,154,98,43531,41700000,LTA
C-05699,Atlas Distribution 05699,Aftermarket,EMEA-W,Germany,270,95,3247,4800000,LTA
C-05700,Sumida Distribution 05700,Aftermarket,APAC-SE,Indonesia,473,95,3598,2000000,consignment
C-05701,Kestrel Distribution 05701,Distributor,NA-US,United States,174,95,2226,1700000,consignment
C-05702,Atlas Distribution 05702,Aftermarket,SA,Brazil,277,95,2633,1900000,consignment
C-05703,Bluepeak Distribution 05703,Distributor,SA,Brazil,306,95,1926,800000,spot
C-05704,Norvia Distribution 05704,Aftermarket,APAC-NE,Taiwan,105,95,1090,3900000,LTA
C-05705,Delantra Motors 05705,OEM,EMEA-E,Romania,110,98,56375,88100000,LTA
C-05706,Sumida Motors 05706,OEM,SA,Brazil,298,98,47780,82000000,spot
C-05707,Norvia Motors 05707,OEM,APAC-SE,Malaysia,317,98,11450,31100000,LTA
C-05708,Baltia Systems 05708,Tier-1,APAC-SE,Thailand,125,95,3805,2400000,spot
C-05709,Atlas Distribution 05709,Aftermarket,EMEA-E,Poland,486,95,2597,4500000,consignment
C-05710,Baltia Distribution 05710,Aftermarket,APAC-SE,Thailand,106,95,1912,5500000,LTA
C-05711,Orion Motors 05711,OEM,EMEA-W,France,123,98,34932,9800000,consignment
C-05712,Cordis Motors 05712,OEM,APAC-SE,Malaysia,363,98,24925,28300000,spot
C-05713,Vantage Motors 05713,OEM,NA-US,United States,194,98,22665,80300000,consignment
C-05714,Atlas Motors 05714,OEM,EMEA-E,Poland,222,98,54926,4600000,LTA
C-05715,Cordis Motors 05715,OEM,EMEA-E,Czechia,31,98,15444,24000000,LTA
C-05716,Cordis Systems 05716,Tier-1,APAC-IN,India,475,95,3394,100000,LTA
C-05717,Vantage Distribution 05717,Distributor,EMEA-E,Czechia,412,95,2081,5500000,LTA
C-05718,Cordis Distribution 05718,Aftermarket,NA-MX,Mexico,46,95,1826,4600000,spot
C-05719,Atlas Motors 05719,OEM,APAC-NE,Japan,192,98,7578,33700000,LTA
C-05720,Kestrel Motors 05720,OEM,SA,Brazil,476,98,43922,66100000,LTA
C-05721,Delantra Motors 05721,OEM,APAC-IN,India,490,98,33135,18400000,LTA
C-05722,Vantage Motors 05722,OEM,APAC-IN,India,423,98,50464,18700000,consignment
C-05723,Norvia Motors 05723,OEM,NA-US,United States,110,98,43395,88100000,consignment
C-05724,Orion Distribution 05724,Aftermarket,NA-MX,Mexico,196,95,3194,200000,consignment
C-05725,Cordis Distribution 05725,Distributor,APAC-SE,Malaysia,357,95,245,2900000,consignment
C-05726,Delantra Distribution 05726,Distributor,APAC-IN,India,239,95,2668,2200000,spot
C-05727,Baltia Motors 05727,OEM,EMEA-W,Italy,267,98,27260,74800000,LTA
C-05728,Delantra Distribution 05728,Distributor,APAC-IN,India,115,95,2816,6000000,consignment
C-05729,Bluepeak Motors 05729,OEM,EMEA-W,Spain,131,98,21898,16500000,consignment
C-05730,Baltia Motors 05730,OEM,APAC-SE,Indonesia,270,98,47444,70500000,LTA
C-05731,Bluepeak Motors 05731,OEM,APAC-SE,Malaysia,472,98,19116,67700000,consignment
C-05732,Delantra Systems 05732,Tier-1,APAC-IN,India,147,95,1850,4400000,LTA
C-05733,Sumida Distribution 05733,Aftermarket,EMEA-E,Czechia,391,95,2754,2800000,consignment
C-05734,Cordis Systems 05734,Tier-1,SA,Argentina,82,95,3356,1700000,LTA
C-05735,Atlas Motors 05735,OEM,EMEA-E,Romania,321,98,26195,42500000,LTA
C-05736,Sumida Motors 05736,OEM,NA-US,United States,292,98,52120,9500000,spot
C-05737,Kestrel Distribution 05737,Distributor,APAC-IN,India,130,95,3764,1300000,LTA
C-05738,Cordis Systems 05738,Tier-1,APAC-IN,India,233,95,3175,1600000,consignment
C-05739,Vantage Distribution 05739,Aftermarket,APAC-SE,Thailand,296,95,957,1000000,LTA
C-05740,Baltia Distribution 05740,Distributor,NA-MX,Mexico,216,95,1074,5100000,consignment
C-05741,Vantage Systems 05741,Tier-1,APAC-IN,India,274,95,616,4600000,LTA
C-05742,Sumida Systems 05742,Tier-1,APAC-SE,Vietnam,457,95,2689,900000,spot
C-05743,Norvia Motors 05743,OEM,NA-US,United States,89,98,55685,79400000,spot
C-05744,Delantra Motors 05744,OEM,SA,Argentina,208,98,10189,3300000,consignment
C-05745,Cordis Distribution 05745,Distributor,APAC-SE,Indonesia,474,95,3555,2400000,LTA
C-05746,Delantra Distribution 05746,Aftermarket,APAC-IN,India,207,95,277,1400000,LTA
C-05747,Kestrel Systems 05747,Tier-1,NA-US,United States,495,95,2363,4500000,LTA
C-05748,Delantra Motors 05748,OEM,APAC-SE,Vietnam,86,98,44807,59600000,consignment
C-05749,Atlas Motors 05749,OEM,SA,Argentina,473,98,24820,67700000,LTA
C-05750,Atlas Distribution 05750,Distributor,EMEA-E,Turkey,91,95,594,4800000,spot
C-05751,Cordis Distribution 05751,Aftermarket,APAC-SE,Thailand,78,95,3694,5500000,consignment
C-05752,Cordis Motors 05752,OEM,NA-US,United States,465,98,9435,75700000,consignment
C-05753,Bluepeak Distribution 05753,Distributor,APAC-SE,Indonesia,152,95,2728,5900000,LTA
C-05754,Bluepeak Motors 05754,OEM,SA,Brazil,270,98,16771,46300000,consignment
C-05755,Cordis Motors 05755,OEM,APAC-NE,South Korea,318,98,40188,45400000,spot
C-05756,Baltia Motors 05756,OEM,EMEA-W,Italy,493,98,44967,4300000,consignment
C-05757,Sumida Distribution 05757,Aftermarket,NA-MX,Mexico,223,95,686,4500000,LTA
C-05758,Vantage Motors 05758,OEM,APAC-NE,South Korea,238,98,51471,24000000,LTA
C-05759,Baltia Distribution 05759,Aftermarket,EMEA-W,Spain,128,95,365,900000,consignment
C-05760,Delantra Motors 05760,OEM,APAC-SE,Thailand,406,98,33997,66300000,LTA
C-05761,Cordis Distribution 05761,Distributor,SA,Brazil,128,95,2883,200000,LTA
C-05762,Bluepeak Motors 05762,OEM,APAC-IN,India,471,98,37649,13900000,LTA
C-05763,Delantra Distribution 05763,Aftermarket,EMEA-E,Poland,326,95,3646,3100000,spot
C-05764,Baltia Distribution 05764,Aftermarket,APAC-NE,China,67,95,3520,2900000,LTA
C-05765,Bluepeak Distribution 05765,Aftermarket,NA-US,United States,18,95,904,4200000,consignment
C-05766,Bluepeak Systems 05766,Tier-1,NA-MX,Mexico,59,95,979,5300000,consignment
C-05767,Orion Distribution 05767,Aftermarket,NA-MX,Mexico,421,95,2913,3100000,spot
C-05768,Orion Distribution 05768,Distributor,EMEA-W,Spain,350,95,2024,400000,spot
C-05769,Atlas Distribution 05769,Distributor,NA-MX,Mexico,430,95,339,5800000,consignment
C-05770,Atlas Distribution 05770,Aftermarket,APAC-SE,Malaysia,130,95,2552,3200000,spot
C-05771,Sumida Motors 05771,OEM,SA,Brazil,454,98,56667,40800000,LTA
C-05772,Atlas Motors 05772,OEM,APAC-NE,South Korea,25,98,49173,21200000,spot
C-05773,Atlas Motors 05773,OEM,EMEA-W,Spain,163,98,46226,56800000,consignment
C-05774,Bluepeak Distribution 05774,Aftermarket,APAC-SE,Vietnam,324,95,207,2300000,spot
C-05775,Baltia Distribution 05775,Distributor,APAC-SE,Indonesia,44,95,2206,5100000,LTA
C-05776,Baltia Systems 05776,Tier-1,EMEA-W,Spain,393,95,3048,2700000,consignment
C-05777,Sumida Distribution 05777,Distributor,APAC-NE,Japan,181,95,1393,600000,consignment
C-05778,Baltia Motors 05778,OEM,SA,Brazil,68,98,13380,40000000,spot
C-05779,Atlas Distribution 05779,Distributor,EMEA-W,Spain,48,95,315,1100000,LTA
C-05780,Sumida Distribution 05780,Aftermarket,APAC-IN,India,28,95,1778,1700000,consignment
C-05781,Norvia Systems 05781,Tier-1,EMEA-W,France,321,95,1466,1700000,LTA
C-05782,Atlas Motors 05782,OEM,EMEA-E,Turkey,258,98,32601,78900000,LTA
C-05783,Baltia Distribution 05783,Aftermarket,NA-MX,Mexico,447,95,2028,2500000,LTA
C-05784,Kestrel Motors 05784,OEM,SA,Brazil,201,98,6382,72600000,LTA
C-05785,Atlas Distribution 05785,Distributor,APAC-IN,India,79,95,1561,1400000,consignment
C-05786,Bluepeak Distribution 05786,Aftermarket,SA,Brazil,433,95,2525,700000,LTA
C-05787,Cordis Motors 05787,OEM,NA-US,United States,344,98,22510,26800000,consignment
C-05788,Delantra Distribution 05788,Distributor,EMEA-W,Germany,423,95,1576,3100000,LTA
C-05789,Orion Systems 05789,Tier-1,APAC-SE,Malaysia,31,95,3656,4000000,consignment
C-05790,Kestrel Distribution 05790,Aftermarket,APAC-SE,Thailand,269,95,2702,5800000,LTA
C-05791,Sumida Motors 05791,OEM,EMEA-W,Italy,85,98,36895,46900000,LTA
C-05792,Vantage Motors 05792,OEM,NA-US,United States,257,98,22797,39400000,LTA
C-05793,Cordis Distribution 05793,Distributor,APAC-SE,Malaysia,471,95,833,1300000,consignment
C-05794,Sumida Distribution 05794,Aftermarket,NA-MX,Mexico,491,95,2278,1700000,LTA
C-05795,Atlas Systems 05795,Tier-1,NA-MX,Mexico,88,95,373,4100000,LTA
C-05796,Orion Motors 05796,OEM,APAC-IN,India,65,98,15787,58600000,LTA
C-05797,Norvia Systems 05797,Tier-1,APAC-IN,India,207,95,1011,3500000,LTA
C-05798,Atlas Distribution 05798,Aftermarket,EMEA-W,Spain,262,95,3241,4700000,LTA
C-05799,Orion Distribution 05799,Aftermarket,NA-US,United States,329,95,2433,300000,spot
C-05800,Cordis Motors 05800,OEM,NA-US,United States,186,98,21265,5700000,consignment
C-05801,Cordis Motors 05801,OEM,NA-US,United States,399,98,45150,41100000,LTA
C-05802,Atlas Motors 05802,OEM,NA-US,United States,364,98,47677,23900000,LTA
C-05803,Vantage Systems 05803,Tier-1,APAC-IN,India,465,95,390,800000,LTA
C-05804,Baltia Motors 05804,OEM,NA-US,United States,27,98,41372,38900000,LTA
C-05805,Orion Systems 05805,Tier-1,EMEA-E,Romania,232,95,325,1300000,LTA
C-05806,Baltia Distribution 05806,Aftermarket,NA-US,United States,403,95,2455,500000,spot
C-05807,Orion Distribution 05807,Distributor,EMEA-W,Germany,108,95,380,300000,consignment
C-05808,Sumida Systems 05808,Tier-1,EMEA-W,Spain,492,95,2011,5300000,LTA
C-05809,Baltia Distribution 05809,Aftermarket,NA-MX,Mexico,83,95,2508,3300000,spot
C-05810,Kestrel Distribution 05810,Distributor,APAC-SE,Indonesia,333,95,2739,6000000,LTA
C-05811,Kestrel Motors 05811,OEM,APAC-SE,Thailand,235,98,10302,73100000,LTA
C-05812,Atlas Systems 05812,Tier-1,EMEA-E,Turkey,439,95,718,3500000,LTA
C-05813,Orion Systems 05813,Tier-1,NA-MX,Mexico,436,95,2988,4300000,spot
C-05814,Orion Motors 05814,OEM,EMEA-W,Germany,418,98,36656,27100000,consignment
C-05815,Baltia Distribution 05815,Distributor,APAC-SE,Thailand,345,95,84,1500000,consignment
C-05816,Sumida Distribution 05816,Aftermarket,EMEA-W,Spain,390,95,2965,4400000,consignment
C-05817,Delantra Motors 05817,OEM,APAC-IN,India,460,98,11920,73900000,LTA
C-05818,Vantage Distribution 05818,Distributor,EMEA-W,Germany,127,95,2677,1000000,consignment
C-05819,Orion Distribution 05819,Distributor,NA-MX,Mexico,168,95,2955,5500000,spot
C-05820,Norvia Distribution 05820,Distributor,APAC-NE,Japan,278,95,128,5800000,LTA
C-05821,Kestrel Systems 05821,Tier-1,NA-US,United States,167,95,236,4400000,LTA
C-05822,Delantra Distribution 05822,Aftermarket,APAC-SE,Malaysia,356,95,1121,3400000,LTA
C-05823,Atlas Motors 05823,OEM,NA-MX,Mexico,72,98,41110,59800000,consignment
C-05824,Baltia Systems 05824,Tier-1,EMEA-E,Romania,37,95,1423,6000000,spot
C-05825,Cordis Motors 05825,OEM,APAC-SE,Malaysia,278,98,50200,78600000,LTA
C-05826,Atlas Distribution 05826,Distributor,NA-MX,Mexico,183,95,1412,1100000,consignment
C-05827,Delantra Motors 05827,OEM,NA-US,United States,137,98,25340,15600000,LTA
C-05828,Norvia Motors 05828,OEM,NA-MX,Mexico,96,98,43761,51000000,LTA
C-05829,Bluepeak Systems 05829,Tier-1,EMEA-E,Poland,275,95,405,5600000,spot
C-05830,Bluepeak Motors 05830,OEM,NA-US,United States,377,98,44581,75900000,consignment
C-05831,Vantage Motors 05831,OEM,APAC-NE,South Korea,378,98,25610,12300000,spot
C-05832,Orion Distribution 05832,Distributor,NA-US,United States,322,95,2204,4600000,LTA
C-05833,Vantage Distribution 05833,Distributor,APAC-NE,China,44,95,1962,1000000,LTA
C-05834,Kestrel Distribution 05834,Aftermarket,EMEA-E,Czechia,453,95,3696,1600000,LTA
C-05835,Norvia Motors 05835,OEM,EMEA-E,Turkey,128,98,51410,36700000,LTA
C-05836,Atlas Motors 05836,OEM,APAC-NE,China,330,98,15973,52600000,spot
C-05837,Norvia Motors 05837,OEM,SA,Brazil,196,98,7464,61800000,LTA
C-05838,Bluepeak Motors 05838,OEM,SA,Brazil,44,98,38265,83800000,LTA
