fg_id,description,program,fg_family,plant_id,price_usd,std_cost_usd,margin_pct,weekly_volume,lifecycle
FG-05548,Exterior module assembly 05548,Aftermarket Service,Body-in-white,PL-18,2793.19,2106.07,24.6,999,run-out
FG-05549,Body-in-white assembly 05549,B-Hatch Facelift,Chassis & suspension,PL-18,2610.7,2263.48,13.3,2035,mature
FG-05550,Thermal system assembly 05550,C-SUV Gen5,Thermal system,PL-08,3129.87,2942.08,6,926,mature
FG-05551,Electrical & electronics assembly 05551,D-Sedan,Electrical & electronics,PL-12,3448.07,2748.11,20.3,1763,mature
FG-05552,Body-in-white assembly 05552,C-SUV Gen4,Thermal system,PL-07,3383.16,3051.61,9.8,2026,ramp-up
FG-05553,Electrical & electronics assembly 05553,B-Hatch Facelift,Service kit,PL-03,1598.87,1258.31,21.3,298,mature
FG-05554,Thermal system assembly 05554,Aftermarket Service,Body-in-white,PL-20,222.35,207.9,6.5,1388,ramp-up
FG-05555,Service kit assembly 05555,BEV Crossover,Chassis & suspension,PL-06,3488.92,2969.07,14.9,3719,mature
FG-05556,Exterior module assembly 05556,BEV Compact,Thermal system,PL-06,2104.07,1700.09,19.2,3034,mature
FG-05557,Powertrain assembly 05557,BEV Crossover,Chassis & suspension,PL-12,1492.5,1317.88,11.7,1052,run-out
FG-05558,Chassis & suspension assembly 05558,E-Van Commercial,Body-in-white,PL-01,2524.53,2019.62,20,193,run-out
FG-05559,E-drive assembly 05559,Hybrid D-Sedan,Service kit,PL-03,1199.54,972.83,18.9,3258,run-out
FG-05560,Chassis & suspension assembly 05560,C-SUV Gen5,Service kit,PL-09,3131.69,2336.24,25.4,2949,run-out
FG-05561,Powertrain assembly 05561,Pickup Midsize,Thermal system,PL-10,2977.82,2233.37,25,2824,ramp-up
FG-05562,E-drive assembly 05562,BEV Compact,E-drive,PL-02,3597.47,3075.84,14.5,1614,ramp-up
FG-05563,Body-in-white assembly 05563,Hybrid D-Sedan,Electrical & electronics,PL-09,155.18,143.7,7.4,1415,mature
FG-05564,Powertrain assembly 05564,E-Van Commercial,Interior module,PL-11,3954.89,2978.03,24.7,1936,ramp-up
FG-05565,Body-in-white assembly 05565,C-SUV Gen4,Chassis & suspension,PL-14,2131.64,2039.98,4.3,3488,ramp-up
FG-05566,Chassis & suspension assembly 05566,E-Van Commercial,Exterior module,PL-09,2780.3,2065.76,25.7,3598,mature
FG-05567,Service kit assembly 05567,C-SUV Gen5,Electrical & electronics,PL-18,3476.66,3042.08,12.5,2357,ramp-up
FG-05568,Thermal system assembly 05568,E-Van Commercial,E-drive,PL-03,3685.55,3129.03,15.1,1399,ramp-up
FG-05569,Chassis & suspension assembly 05569,Aftermarket Service,Body-in-white,PL-07,2886.28,2441.79,15.4,271,ramp-up
FG-05570,Thermal system assembly 05570,D-Sedan,E-drive,PL-11,1035.18,778.46,24.8,1556,mature
FG-05571,Interior module assembly 05571,BEV Compact,Service kit,PL-14,1365.34,1191.94,12.7,2041,run-out
FG-05572,Exterior module assembly 05572,E-Van Commercial,Body-in-white,PL-18,3058.61,2501.94,18.2,204,ramp-up
FG-05573,Body-in-white assembly 05573,B-Hatch Facelift,Chassis & suspension,PL-01,409.64,390.39,4.7,1092,mature
FG-05574,Electrical & electronics assembly 05574,Pickup Midsize,Thermal system,PL-14,947.31,881,7,3479,run-out
FG-05575,E-drive assembly 05575,C-SUV Gen4,Chassis & suspension,PL-09,188.14,147.69,21.5,3333,mature
FG-05576,Electrical & electronics assembly 05576,BEV Crossover,Body-in-white,PL-08,277.04,239.09,13.7,2237,mature
FG-05577,Exterior module assembly 05577,C-SUV Gen4,Chassis & suspension,PL-19,1880.15,1511.64,19.6,1875,run-out
FG-05578,Chassis & suspension assembly 05578,BEV Compact,Body-in-white,PL-04,2569.95,2235.86,13,3478,run-out
FG-05579,Electrical & electronics assembly 05579,BEV Compact,Service kit,PL-04,1702.51,1344.98,21,891,mature
FG-05580,Chassis & suspension assembly 05580,Hybrid D-Sedan,Powertrain,PL-01,3476.87,3320.41,4.5,1284,mature
FG-05581,Powertrain assembly 05581,D-Sedan,Thermal system,PL-11,1556.78,1402.66,9.9,1679,mature
FG-05582,Interior module assembly 05582,BEV Compact,E-drive,PL-04,3424.41,2760.07,19.4,683,mature
FG-05583,Service kit assembly 05583,E-Van Commercial,Interior module,PL-11,3056.44,2876.11,5.9,61,mature
FG-05584,Electrical & electronics assembly 05584,BEV Compact,Service kit,PL-07,1642.19,1354.81,17.5,3711,run-out
FG-05585,Thermal system assembly 05585,Hybrid D-Sedan,Service kit,PL-18,1554.06,1485.68,4.4,2691,mature
FG-05586,Body-in-white assembly 05586,Pickup Midsize,Chassis & suspension,PL-20,2655.03,2540.86,4.3,3027,mature
FG-05587,Body-in-white assembly 05587,C-SUV Gen4,Exterior module,PL-08,943.49,888.77,5.8,1763,mature
FG-05588,Body-in-white assembly 05588,Pickup Midsize,Chassis & suspension,PL-14,2000.12,1692.1,15.4,2003,mature
FG-05589,Body-in-white assembly 05589,BEV Crossover,Thermal system,PL-10,3532.06,2740.88,22.4,2668,mature
FG-05590,Thermal system assembly 05590,Pickup Midsize,Service kit,PL-12,1029.22,887.19,13.8,780,mature
FG-05591,Body-in-white assembly 05591,B-Hatch Facelift,Powertrain,PL-05,4067.76,3294.89,19,2484,run-out
FG-05592,E-drive assembly 05592,C-SUV Gen4,Service kit,PL-09,935.83,875.94,6.4,1229,mature
FG-05593,Electrical & electronics assembly 05593,Aftermarket Service,Chassis & suspension,PL-03,386.41,355.5,8,2500,mature
FG-05594,Thermal system assembly 05594,C-SUV Gen4,Chassis & suspension,PL-04,937.41,868.04,7.4,575,mature
FG-05595,Interior module assembly 05595,Pickup Midsize,Body-in-white,PL-19,4058.88,3559.64,12.3,1841,mature
FG-05596,Exterior module assembly 05596,D-Sedan,Interior module,PL-19,612.53,473.49,22.7,136,mature
FG-05597,Powertrain assembly 05597,BEV Crossover,Interior module,PL-06,1178.27,1106.4,6.1,2425,run-out
FG-05598,Body-in-white assembly 05598,B-Hatch Facelift,Exterior module,PL-16,2238.09,1953.85,12.7,2726,ramp-up
FG-05599,Service kit assembly 05599,C-SUV Gen4,E-drive,PL-17,402.06,363.46,9.6,2585,mature
FG-05600,Interior module assembly 05600,E-Van Commercial,Service kit,PL-10,661.49,596.66,9.8,2492,ramp-up
FG-05601,Interior module assembly 05601,C-SUV Gen4,Exterior module,PL-15,2049.35,1879.25,8.3,2031,ramp-up
FG-05602,Thermal system assembly 05602,B-Hatch Facelift,Exterior module,PL-07,2257.81,1928.17,14.6,1222,ramp-up
FG-05603,E-drive assembly 05603,Aftermarket Service,Body-in-white,PL-14,438.01,327.19,25.3,3034,run-out
FG-05604,Thermal system assembly 05604,C-SUV Gen4,Chassis & suspension,PL-04,2337.02,1745.75,25.3,1963,mature
FG-05605,Service kit assembly 05605,B-Hatch Facelift,Exterior module,PL-15,2841.91,2310.47,18.7,258,mature
FG-05606,Body-in-white assembly 05606,D-Sedan,Thermal system,PL-18,4101.14,3198.89,22,2640,mature
FG-05607,Powertrain assembly 05607,B-Hatch Facelift,Interior module,PL-17,2743.04,2186.2,20.3,856,mature
FG-05608,Service kit assembly 05608,B-Hatch Facelift,Exterior module,PL-07,206.47,168.69,18.3,1018,ramp-up
FG-05609,Chassis & suspension assembly 05609,B-Hatch Facelift,Service kit,PL-01,2943.76,2637.61,10.4,2957,ramp-up
FG-05610,Body-in-white assembly 05610,Pickup Midsize,Interior module,PL-05,4185.73,3202.08,23.5,3450,mature
FG-05611,E-drive assembly 05611,BEV Compact,Body-in-white,PL-19,1283.96,1120.9,12.7,633,mature
FG-05612,Interior module assembly 05612,B-Hatch Facelift,Thermal system,PL-19,2925.26,2755.59,5.8,3367,mature
FG-05613,Body-in-white assembly 05613,E-Van Commercial,Chassis & suspension,PL-16,1288.26,1119.5,13.1,204,mature
FG-05614,Body-in-white assembly 05614,B-Hatch Facelift,Thermal system,PL-06,552.24,500.88,9.3,1367,mature
FG-05615,Exterior module assembly 05615,Aftermarket Service,E-drive,PL-03,2038.16,1816,10.9,2514,ramp-up
FG-05616,E-drive assembly 05616,D-Sedan,Powertrain,PL-04,4151.83,3886.11,6.4,2616,mature
FG-05617,E-drive assembly 05617,B-Hatch Facelift,E-drive,PL-13,509.3,380.96,25.2,332,run-out
FG-05618,Body-in-white assembly 05618,D-Sedan,Interior module,PL-16,1174.4,994.72,15.3,2906,run-out
FG-05619,Interior module assembly 05619,B-Hatch Facelift,Body-in-white,PL-20,2218.56,1903.52,14.2,2219,mature
FG-05620,Exterior module assembly 05620,B-Hatch Facelift,Service kit,PL-02,3322.69,2711.32,18.4,1176,run-out
FG-05621,Chassis & suspension assembly 05621,BEV Compact,Service kit,PL-14,2786.33,2399.03,13.9,3462,ramp-up
FG-05622,Exterior module assembly 05622,C-SUV Gen4,Service kit,PL-12,3183.99,2760.52,13.3,699,run-out
FG-05623,Service kit assembly 05623,C-SUV Gen5,Body-in-white,PL-14,2738.63,2390.82,12.7,2379,mature
FG-05624,Powertrain assembly 05624,BEV Crossover,Thermal system,PL-11,1497.37,1199.39,19.9,2697,mature
FG-05625,E-drive assembly 05625,C-SUV Gen5,Service kit,PL-09,1534.35,1152.3,24.9,1502,mature
FG-05626,Interior module assembly 05626,BEV Compact,Service kit,PL-08,1180.82,935.21,20.8,3744,mature
FG-05627,Thermal system assembly 05627,Hybrid D-Sedan,Interior module,PL-12,4057.39,3692.22,9,1194,mature
FG-05628,Body-in-white assembly 05628,Hybrid D-Sedan,Electrical & electronics,PL-12,1358.47,1187.3,12.6,726,mature
FG-05629,Electrical & electronics assembly 05629,B-Hatch Facelift,Chassis & suspension,PL-18,2178.89,2026.37,7,835,mature
FG-05630,Powertrain assembly 05630,B-Hatch Facelift,Chassis & suspension,PL-16,3852.76,3363.46,12.7,3372,mature
FG-05631,Service kit assembly 05631,B-Hatch Facelift,Body-in-white,PL-16,2024.4,1645.84,18.7,3778,mature
FG-05632,Powertrain assembly 05632,BEV Compact,Chassis & suspension,PL-02,3056.63,2381.11,22.1,1396,ramp-up
FG-05633,Body-in-white assembly 05633,Aftermarket Service,Powertrain,PL-10,1381.06,1252.62,9.3,3412,mature
FG-05634,Body-in-white assembly 05634,Hybrid D-Sedan,Electrical & electronics,PL-09,735.71,662.14,10,3500,ramp-up
FG-05635,Service kit assembly 05635,C-SUV Gen4,Interior module,PL-13,344.78,255.83,25.8,3248,mature
FG-05636,Electrical & electronics assembly 05636,BEV Crossover,Exterior module,PL-18,55.53,50.25,9.5,736,ramp-up
FG-05637,Service kit assembly 05637,C-SUV Gen5,E-drive,PL-03,3657.47,3441.68,5.9,2975,mature
FG-05638,E-drive assembly 05638,BEV Crossover,Electrical & electronics,PL-18,3763.65,3263.08,13.3,1723,mature
FG-05639,Thermal system assembly 05639,Hybrid D-Sedan,Thermal system,PL-01,2269.18,2151.18,5.2,3420,run-out
FG-05640,Chassis & suspension assembly 05640,BEV Compact,Thermal system,PL-16,4061.91,3013.94,25.8,3578,ramp-up
FG-05641,Interior module assembly 05641,B-Hatch Facelift,Thermal system,PL-04,605.32,571.42,5.6,174,mature
FG-05642,Body-in-white assembly 05642,C-SUV Gen4,Chassis & suspension,PL-15,1563.57,1174.24,24.9,658,mature
FG-05643,Interior module assembly 05643,E-Van Commercial,Thermal system,PL-06,2283.81,2041.73,10.6,3674,mature
FG-05644,Service kit assembly 05644,C-SUV Gen4,Electrical & electronics,PL-10,3475.55,3002.88,13.6,869,mature
FG-05645,Body-in-white assembly 05645,E-Van Commercial,Chassis & suspension,PL-09,4142.32,3819.22,7.8,2574,mature
FG-05646,Thermal system assembly 05646,C-SUV Gen5,E-drive,PL-08,1005.54,959.29,4.6,380,ramp-up
FG-05647,Chassis & suspension assembly 05647,Hybrid D-Sedan,E-drive,PL-04,2730.42,2178.88,20.2,2742,mature
FG-05648,Electrical & electronics assembly 05648,D-Sedan,Body-in-white,PL-16,784.27,742.7,5.3,3706,mature
FG-05649,Service kit assembly 05649,BEV Crossover,Exterior module,PL-03,801.77,603.73,24.7,1967,mature
FG-05650,Service kit assembly 05650,C-SUV Gen5,Thermal system,PL-06,2272.64,1718.12,24.4,2207,ramp-up
FG-05651,Powertrain assembly 05651,B-Hatch Facelift,Electrical & electronics,PL-20,1341.32,1004.65,25.1,2488,run-out
FG-05652,Body-in-white assembly 05652,E-Van Commercial,E-drive,PL-06,98.94,86.08,13,1735,run-out
FG-05653,Thermal system assembly 05653,E-Van Commercial,Electrical & electronics,PL-01,1592.48,1352.02,15.1,834,mature
FG-05654,Exterior module assembly 05654,Pickup Midsize,Exterior module,PL-17,3016.03,2243.93,25.6,1133,mature
FG-05655,Powertrain assembly 05655,B-Hatch Facelift,Interior module,PL-06,3704.34,3445.04,7,345,run-out
FG-05656,Body-in-white assembly 05656,Aftermarket Service,E-drive,PL-12,2998.5,2800.6,6.6,972,mature
FG-05657,Service kit assembly 05657,C-SUV Gen4,Electrical & electronics,PL-04,448.82,373.87,16.7,1011,mature
FG-05658,Powertrain assembly 05658,Aftermarket Service,Service kit,PL-08,2509.9,2073.18,17.4,957,mature
FG-05659,Interior module assembly 05659,E-Van Commercial,Powertrain,PL-07,2487.88,2378.41,4.4,656,mature
FG-05660,Thermal system assembly 05660,E-Van Commercial,Service kit,PL-06,219.9,168.44,23.4,1108,mature
FG-05661,Electrical & electronics assembly 05661,BEV Crossover,Electrical & electronics,PL-07,3315.7,2861.45,13.7,3680,run-out
FG-05662,Body-in-white assembly 05662,E-Van Commercial,Powertrain,PL-04,1651.48,1474.77,10.7,2937,mature
FG-05663,Service kit assembly 05663,BEV Compact,Exterior module,PL-13,2370.88,1790.01,24.5,3336,ramp-up
FG-05664,Exterior module assembly 05664,Hybrid D-Sedan,Chassis & suspension,PL-18,743.15,633.16,14.8,3075,ramp-up
FG-05665,Chassis & suspension assembly 05665,Hybrid D-Sedan,Interior module,PL-09,3218.6,2401.08,25.4,1814,run-out
FG-05666,Electrical & electronics assembly 05666,E-Van Commercial,Interior module,PL-11,2961.08,2428.09,18,2009,mature
FG-05667,Exterior module assembly 05667,Pickup Midsize,Electrical & electronics,PL-07,3422.82,2697.18,21.2,86,mature
FG-05668,Powertrain assembly 05668,Aftermarket Service,Powertrain,PL-17,2706.33,2119.06,21.7,1486,run-out
FG-05669,Powertrain assembly 05669,Pickup Midsize,Exterior module,PL-03,1038.51,858.85,17.3,2860,run-out
FG-05670,Exterior module assembly 05670,E-Van Commercial,Service kit,PL-12,2272.02,2049.36,9.8,1912,run-out
FG-05671,Interior module assembly 05671,D-Sedan,E-drive,PL-17,1103.75,1047.46,5.1,863,mature
FG-05672,Body-in-white assembly 05672,B-Hatch Facelift,Interior module,PL-12,1715.53,1356.98,20.9,3535,run-out
FG-05673,Electrical & electronics assembly 05673,C-SUV Gen4,Thermal system,PL-06,1357,1192.8,12.1,2270,run-out
FG-05674,Electrical & electronics assembly 05674,C-SUV Gen4,E-drive,PL-10,1195.68,908.72,24,63,mature
FG-05675,Powertrain assembly 05675,Pickup Midsize,Body-in-white,PL-02,2884.24,2261.24,21.6,3632,run-out
FG-05676,Interior module assembly 05676,C-SUV Gen5,Interior module,PL-10,3309.92,2892.87,12.6,2534,run-out
FG-05677,Service kit assembly 05677,C-SUV Gen5,E-drive,PL-08,4146.17,3196.7,22.9,2409,mature
FG-05678,Service kit assembly 05678,Aftermarket Service,Service kit,PL-07,2966.49,2598.65,12.4,2684,run-out
FG-05679,E-drive assembly 05679,BEV Compact,Chassis & suspension,PL-11,3315.41,2695.43,18.7,1926,mature
FG-05680,Powertrain assembly 05680,B-Hatch Facelift,Powertrain,PL-19,2186.68,1725.29,21.1,598,ramp-up
FG-05681,Body-in-white assembly 05681,BEV Crossover,Powertrain,PL-05,613.67,554.76,9.6,1213,run-out
FG-05682,Chassis & suspension assembly 05682,B-Hatch Facelift,Chassis & suspension,PL-05,4131.93,3454.29,16.4,2110,mature
FG-05683,Interior module assembly 05683,Pickup Midsize,Body-in-white,PL-01,648.95,498.39,23.2,3751,mature
FG-05684,Electrical & electronics assembly 05684,D-Sedan,E-drive,PL-03,2976.08,2791.56,6.2,1081,ramp-up
FG-05685,Service kit assembly 05685,Pickup Midsize,Electrical & electronics,PL-06,2287.71,2038.35,10.9,3528,ramp-up
FG-05686,Powertrain assembly 05686,C-SUV Gen5,Interior module,PL-03,2862.52,2478.94,13.4,3263,run-out
FG-05687,Electrical & electronics assembly 05687,B-Hatch Facelift,Exterior module,PL-19,992.07,906.75,8.6,1343,mature
FG-05688,E-drive assembly 05688,BEV Crossover,Thermal system,PL-07,3621.41,2994.91,17.3,1017,mature
FG-05689,Electrical & electronics assembly 05689,BEV Crossover,E-drive,PL-06,3622.01,3183.75,12.1,2208,mature
FG-05690,Body-in-white assembly 05690,Aftermarket Service,Body-in-white,PL-02,3106.83,2976.34,4.2,960,mature
FG-05691,Powertrain assembly 05691,BEV Compact,Body-in-white,PL-18,1687.54,1599.79,5.2,1407,mature
FG-05692,Body-in-white assembly 05692,D-Sedan,Thermal system,PL-16,3689,3028.67,17.9,2461,mature
FG-05693,Interior module assembly 05693,BEV Compact,Exterior module,PL-08,2770.88,2457.77,11.3,800,ramp-up
FG-05694,Electrical & electronics assembly 05694,E-Van Commercial,Service kit,PL-18,2126.47,1841.52,13.4,2603,ramp-up
FG-05695,Body-in-white assembly 05695,Pickup Midsize,E-drive,PL-05,3778.68,3329.02,11.9,2441,run-out
FG-05696,E-drive assembly 05696,Pickup Midsize,Chassis & suspension,PL-12,213.26,177.22,16.9,1148,ramp-up
FG-05697,Body-in-white assembly 05697,C-SUV Gen4,Service kit,PL-09,1589.16,1280.86,19.4,2201,mature
FG-05698,Thermal system assembly 05698,B-Hatch Facelift,Powertrain,PL-10,2961.1,2271.16,23.3,1712,ramp-up
FG-05699,Powertrain assembly 05699,C-SUV Gen4,Exterior module,PL-11,3699.34,3022.36,18.3,2289,run-out
FG-05700,E-drive assembly 05700,Aftermarket Service,Interior module,PL-16,161.6,121.36,24.9,1613,ramp-up
FG-05701,Thermal system assembly 05701,C-SUV Gen4,Chassis & suspension,PL-09,1477.22,1243.82,15.8,1096,ramp-up
FG-05702,Electrical & electronics assembly 05702,BEV Compact,E-drive,PL-14,1963.44,1606.09,18.2,607,mature
FG-05703,Electrical & electronics assembly 05703,Aftermarket Service,Exterior module,PL-20,1583.94,1507.91,4.8,1930,mature
FG-05704,E-drive assembly 05704,D-Sedan,Thermal system,PL-11,3814.53,3410.19,10.6,2072,ramp-up
FG-05705,Electrical & electronics assembly 05705,D-Sedan,Interior module,PL-01,3381,2883.99,14.7,2864,run-out
FG-05706,Body-in-white assembly 05706,BEV Compact,Thermal system,PL-06,1264.23,1193.43,5.6,2849,mature
FG-05707,Thermal system assembly 05707,BEV Crossover,Body-in-white,PL-03,1267.43,1159.7,8.5,1691,ramp-up
FG-05708,Chassis & suspension assembly 05708,B-Hatch Facelift,E-drive,PL-15,610.56,550.73,9.8,1981,mature
FG-05709,Service kit assembly 05709,D-Sedan,Interior module,PL-07,3636.98,2865.94,21.2,890,run-out
FG-05710,Interior module assembly 05710,BEV Compact,Chassis & suspension,PL-20,462.3,382.32,17.3,1898,mature
FG-05711,Chassis & suspension assembly 05711,D-Sedan,Body-in-white,PL-01,1975.32,1714.58,13.2,1247,run-out
FG-05712,Chassis & suspension assembly 05712,Aftermarket Service,Service kit,PL-08,2386.27,1987.76,16.7,2036,run-out
FG-05713,Chassis & suspension assembly 05713,B-Hatch Facelift,Service kit,PL-16,2282.19,2079.08,8.9,3034,mature
FG-05714,E-drive assembly 05714,B-Hatch Facelift,E-drive,PL-09,779.47,621.24,20.3,3798,run-out
FG-05715,Powertrain assembly 05715,BEV Crossover,Chassis & suspension,PL-02,2478.64,2094.45,15.5,3410,ramp-up
FG-05716,Exterior module assembly 05716,Hybrid D-Sedan,Exterior module,PL-09,1826.29,1740.45,4.7,394,mature
FG-05717,Electrical & electronics assembly 05717,Pickup Midsize,Interior module,PL-07,3054.19,2806.8,8.1,1382,run-out
FG-05718,Interior module assembly 05718,BEV Compact,Powertrain,PL-07,905.66,854.94,5.6,708,mature
FG-05719,Electrical & electronics assembly 05719,C-SUV Gen5,Body-in-white,PL-07,1094.01,824.88,24.6,2774,mature
FG-05720,Electrical & electronics assembly 05720,BEV Compact,Body-in-white,PL-14,1548.28,1314.49,15.1,232,mature
FG-05721,Electrical & electronics assembly 05721,BEV Crossover,E-drive,PL-09,926.11,758.48,18.1,2494,ramp-up
FG-05722,Body-in-white assembly 05722,E-Van Commercial,Service kit,PL-05,1153.8,1038.42,10,1152,run-out
FG-05723,E-drive assembly 05723,Aftermarket Service,Chassis & suspension,PL-03,3993.56,3258.74,18.4,849,run-out
FG-05724,Chassis & suspension assembly 05724,C-SUV Gen5,Electrical & electronics,PL-19,1637.97,1228.48,25,2187,ramp-up
FG-05725,Exterior module assembly 05725,Aftermarket Service,E-drive,PL-19,2881.62,2691.43,6.6,937,ramp-up
FG-05726,E-drive assembly 05726,C-SUV Gen4,Interior module,PL-14,3459.89,3262.68,5.7,3552,mature
FG-05727,Interior module assembly 05727,Aftermarket Service,Thermal system,PL-06,274.98,248.03,9.8,2274,mature
FG-05728,Chassis & suspension assembly 05728,BEV Crossover,Powertrain,PL-01,3804.12,3301.98,13.2,576,mature
FG-05729,Exterior module assembly 05729,Hybrid D-Sedan,E-drive,PL-04,2984.92,2381.97,20.2,1971,run-out
FG-05730,Interior module assembly 05730,C-SUV Gen4,Exterior module,PL-03,3072.95,2738,10.9,3790,run-out
FG-05731,Electrical & electronics assembly 05731,BEV Compact,E-drive,PL-03,3511.51,2668.75,24,3479,mature
FG-05732,Body-in-white assembly 05732,B-Hatch Facelift,Exterior module,PL-13,3068.54,2270.72,26,2298,mature
FG-05733,Electrical & electronics assembly 05733,BEV Crossover,Powertrain,PL-18,3155.78,2900.16,8.1,2645,mature
FG-05734,Body-in-white assembly 05734,Pickup Midsize,E-drive,PL-03,1020.09,780.37,23.5,2769,mature
FG-05735,Body-in-white assembly 05735,C-SUV Gen5,Thermal system,PL-08,1891.93,1680.03,11.2,240,run-out
FG-05736,E-drive assembly 05736,BEV Compact,Chassis & suspension,PL-08,231.08,176.55,23.6,370,run-out
FG-05737,Chassis & suspension assembly 05737,C-SUV Gen4,Powertrain,PL-07,704.5,560.78,20.4,3138,ramp-up
FG-05738,Powertrain assembly 05738,E-Van Commercial,Service kit,PL-20,4106.42,3252.28,20.8,2634,mature
FG-05739,Powertrain assembly 05739,BEV Crossover,Exterior module,PL-05,3925.58,3054.1,22.2,2811,mature
FG-05740,Thermal system assembly 05740,B-Hatch Facelift,Powertrain,PL-01,1869.66,1643.43,12.1,392,mature
FG-05741,Body-in-white assembly 05741,Pickup Midsize,Interior module,PL-03,796.95,719.65,9.7,2980,mature
FG-05742,E-drive assembly 05742,Hybrid D-Sedan,Electrical & electronics,PL-02,4140.13,3962.1,4.3,2986,mature
FG-05743,Chassis & suspension assembly 05743,Hybrid D-Sedan,Powertrain,PL-08,1047.32,935.26,10.7,1888,mature
FG-05744,Body-in-white assembly 05744,C-SUV Gen5,Powertrain,PL-01,3720.21,2942.69,20.9,1641,run-out
FG-05745,Electrical & electronics assembly 05745,C-SUV Gen4,E-drive,PL-10,3989.5,3694.28,7.4,1050,mature
FG-05746,Body-in-white assembly 05746,C-SUV Gen5,Interior module,PL-15,2862.44,2264.19,20.9,891,run-out
FG-05747,Exterior module assembly 05747,Hybrid D-Sedan,Body-in-white,PL-19,857.59,782.12,8.8,2645,mature
FG-05748,Exterior module assembly 05748,BEV Compact,Interior module,PL-20,3141.75,2657.92,15.4,857,mature
FG-05749,Exterior module assembly 05749,C-SUV Gen4,E-drive,PL-19,2074.13,1787.9,13.8,3141,mature
FG-05750,Powertrain assembly 05750,C-SUV Gen4,Powertrain,PL-04,3637.63,3302.97,9.2,2212,mature
FG-05751,Powertrain assembly 05751,Hybrid D-Sedan,Chassis & suspension,PL-08,2192.35,1804.3,17.7,2039,ramp-up
FG-05752,Exterior module assembly 05752,BEV Compact,Exterior module,PL-07,3271.32,3048.87,6.8,3580,mature
FG-05753,Body-in-white assembly 05753,Aftermarket Service,Powertrain,PL-11,3008.32,2418.69,19.6,3052,ramp-up
FG-05754,Exterior module assembly 05754,C-SUV Gen5,Powertrain,PL-14,3143,2523.83,19.7,2715,mature
FG-05755,Electrical & electronics assembly 05755,BEV Compact,E-drive,PL-17,3433.13,3196.24,6.9,162,mature
FG-05756,Electrical & electronics assembly 05756,Hybrid D-Sedan,Interior module,PL-11,559,516.52,7.6,1468,mature
FG-05757,Interior module assembly 05757,BEV Compact,Thermal system,PL-15,1830.11,1712.98,6.4,1493,run-out
FG-05758,Chassis & suspension assembly 05758,B-Hatch Facelift,Body-in-white,PL-07,3833.93,3197.5,16.6,3184,mature
FG-05759,Thermal system assembly 05759,BEV Crossover,Electrical & electronics,PL-14,2506.98,1880.24,25,237,mature
FG-05760,Exterior module assembly 05760,Pickup Midsize,Thermal system,PL-01,1387.94,1242.21,10.5,2543,mature
FG-05761,Body-in-white assembly 05761,BEV Crossover,Service kit,PL-12,1433.08,1251.08,12.7,2308,mature
FG-05762,Exterior module assembly 05762,E-Van Commercial,Powertrain,PL-06,1478.84,1335.39,9.7,1863,mature
FG-05763,Exterior module assembly 05763,C-SUV Gen5,Electrical & electronics,PL-18,1041.53,799.9,23.2,1055,ramp-up
FG-05764,Exterior module assembly 05764,Pickup Midsize,Powertrain,PL-02,1299.32,1173.29,9.7,943,mature
FG-05765,Body-in-white assembly 05765,E-Van Commercial,Thermal system,PL-07,101.39,77.87,23.2,1127,mature
FG-05766,Electrical & electronics assembly 05766,C-SUV Gen4,E-drive,PL-13,1779.17,1592.36,10.5,2020,mature
FG-05767,Interior module assembly 05767,Aftermarket Service,Body-in-white,PL-16,209.92,190.61,9.2,756,mature
FG-05768,Powertrain assembly 05768,Hybrid D-Sedan,Exterior module,PL-02,1612.39,1241.54,23,3392,mature
FG-05769,Powertrain assembly 05769,Pickup Midsize,Electrical & electronics,PL-19,3974.7,3422.22,13.9,492,mature
FG-05770,Body-in-white assembly 05770,E-Van Commercial,Powertrain,PL-08,3749.43,3363.24,10.3,599,mature
FG-05771,Interior module assembly 05771,BEV Crossover,Thermal system,PL-05,730.86,543.03,25.7,613,mature
FG-05772,Body-in-white assembly 05772,Pickup Midsize,Interior module,PL-04,1114.4,1067.6,4.2,2728,run-out
FG-05773,Interior module assembly 05773,BEV Compact,Thermal system,PL-13,2118.25,1756.03,17.1,2297,mature
FG-05774,Exterior module assembly 05774,D-Sedan,Thermal system,PL-10,3872.19,2931.25,24.3,3348,run-out
FG-05775,Interior module assembly 05775,BEV Crossover,Interior module,PL-10,2868.61,2352.26,18,1249,mature
FG-05776,Electrical & electronics assembly 05776,Pickup Midsize,Powertrain,PL-13,215.7,175.58,18.6,593,ramp-up
FG-05777,Interior module assembly 05777,C-SUV Gen4,Electrical & electronics,PL-05,3917.81,3447.67,12,222,mature
FG-05778,Thermal system assembly 05778,BEV Crossover,Interior module,PL-19,253.03,189.77,25,2131,mature
FG-05779,Interior module assembly 05779,Hybrid D-Sedan,Thermal system,PL-07,2277.97,2047.9,10.1,2637,mature
FG-05780,Electrical & electronics assembly 05780,D-Sedan,Electrical & electronics,PL-12,949.66,728.39,23.3,3651,ramp-up
FG-05781,E-drive assembly 05781,D-Sedan,Body-in-white,PL-19,1684.7,1472.43,12.6,2423,ramp-up
FG-05782,Electrical & electronics assembly 05782,E-Van Commercial,Powertrain,PL-11,930.61,847.79,8.9,1395,mature
FG-05783,Body-in-white assembly 05783,Hybrid D-Sedan,Electrical & electronics,PL-18,2469.28,2054.44,16.8,319,mature
